TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX
103,A69-1105-103,2016-05-09 21:52:47,962.96,1061.06,3.108,51.098159,5.109544,11,4.2,,,3.1078,,S10 S12 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 21:53:18,956.43,1065.56,2.805,51.098199,5.109451,9,4.4,,,2.8046,,S10 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 21:54:07,946.26,1077.39,2.577,51.098306,5.109306,3,6.7,,,2.5772,,S10 S12 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S15 S18 S18-2 S8
103,A69-1105-103,2016-05-09 21:54:36,945.32,1063.90,3.335,51.098184,5.109292,9,4.6,,,3.3352,,S10 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 21:55:13,937.27,1061.91,3.714,51.098166,5.109177,10,4.8,,,3.7142,,S10 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 21:55:51,932.12,1061.33,3.866,51.098161,5.109104,10,5.7,,,3.8658,,S13 S14 S16 S17 S18 S18-2 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 21:56:27,945.02,1054.60,3.866,51.098101,5.109288,10,4.5,,,3.8658,,S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 21:57:04,949.19,1057.52,3.487,51.098127,5.109348,10,4.4,,,3.4868,,S10 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 21:58:36,938.06,1062.58,3.638,51.098173,5.109189,10,4.8,,,3.6384,,S10 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 21:59:06,951.45,1061.54,2.350,51.098163,5.109380,10,4.3,,,2.3498,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:00:25,985.93,1046.23,1.819,51.098026,5.109872,11,4.3,,,1.8192,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:01:01,1000.86,1050.81,2.880,51.098067,5.110085,6,4.9,,,2.8804,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:01:38,1014.46,1041.75,1.516,51.097985,5.110279,6,5.0,,,1.5160,,S10 S12 S13 S14 S15 S16 S17 S18-2 S7 S8 S9,S10 S14 S16 S17 S18-2 S8
103,A69-1105-103,2016-05-09 22:02:14,1009.39,1041.48,1.289,51.097983,5.110207,6,4.7,,,1.2886,,S10 S13 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:02:48,1012.94,1023.58,1.137,51.097822,5.110258,8,4.5,,,1.1370,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:03:18,1013.30,1011.36,1.516,51.097712,5.110263,12,4.4,,,1.5160,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-09 22:03:42,1001.06,1012.91,1.137,51.097726,5.110088,9,4.4,,,1.1370,,S10 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:04:07,990.66,1014.16,2.274,51.097737,5.109940,8,4.3,,,2.2740,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:04:36,979.80,1010.68,2.880,51.097706,5.109785,10,4.2,,,2.8804,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:05:12,985.15,1009.98,2.577,51.097700,5.109861,7,4.3,,,2.5772,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:05:48,995.55,1023.51,0.985,51.097821,5.110010,9,4.3,,,0.9854,,S10 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:06:22,991.67,1039.75,1.516,51.097967,5.109954,9,4.3,,,1.5160,,S10 S12 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:06:52,986.00,1054.94,1.516,51.098104,5.109873,11,4.3,,,1.5160,,S10 S13 S14 S15 S17 S18 S18-2 S7 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:07:15,994.05,1054.15,3.563,51.098097,5.109988,7,4.8,,,3.5626,,S10 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:07:40,1001.30,1046.03,1.061,51.098024,5.110092,6,4.6,,,1.0612,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-09 22:08:45,1020.96,1021.20,1.895,51.097801,5.110372,12,4.5,,,1.8950,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-09 22:09:20,1037.31,1015.21,2.047,51.097747,5.110606,13,4.6,,,2.0466,,S10 S12 S13 S14 S16 S18-2 S7 S8 S9,S10 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-09 22:09:52,1056.12,1012.22,1.971,51.097720,5.110874,15,4.5,,,1.9708,,S10 S12 S13 S14 S16 S18-2 S7 S8 S9,S10 S13 S14 S18-2 S8 S9
103,A69-1105-103,2016-05-09 22:10:50,1092.63,1004.60,0.758,51.097651,5.111395,11,5.2,,,0.7580,,S10 S12 S13 S14 S15 S16 S18-2 S7 S8 S9,S10 S12 S13 S14 S8 S9
103,A69-1105-103,2016-05-09 22:11:15,1101.06,1003.88,0.910,51.097645,5.111516,11,5.4,,,0.9096,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S12 S13 S14 S8 S9
103,A69-1105-103,2016-05-09 22:11:44,1112.00,991.15,1.516,51.097530,5.111672,7,9.0,,,1.5160,,S10 S12 S13 S14 S18 S18-2 S7 S8 S9,S10 S12 S13 S7 S8 S9
103,A69-1105-103,2016-05-09 22:12:20,1127.33,987.35,1.137,51.097496,5.111891,6,12.0,,,1.1370,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S12 S13 S7 S8 S9
103,A69-1105-103,2016-05-09 22:13:26,1150.90,985.45,0.834,51.097479,5.112227,9,10.8,,,0.8338,,S12 S13 S14 S17 S18 S18-2 S8 S9,S12 S13 S14 S18-2 S8 S9
103,A69-1105-103,2016-05-09 22:13:53,1151.76,979.46,0.531,51.097425,5.112239,4,17.8,,,0.5306,,S12 S13 S18-2 S7 S8 S9,S12 S13 S18-2 S7 S8 S9
103,A69-1105-103,2016-05-09 22:14:24,1156.88,980.85,0.758,51.097438,5.112313,2,23.0,,,0.7580,,S12 S13 S18-2 S7 S9,S12 S13 S18-2 S7 S9
103,A69-1105-103,2016-05-09 22:14:48,1213.42,989.42,0.910,51.097515,5.113120,2,96.1,,,0.9096,,S10 S12 S13 S14 S15 S16 S18 S18-2 S7 S8 S9,S10 S12 S7 S8
103,A69-1105-103,2016-05-09 22:15:16,991.80,1047.51,1.213,51.098037,5.109956,9,5.2,,,1.2128,,S12 S14 S17 S18 S18-2 S7 S9,S12 S14 S18 S18-2 S7 S9
103,A69-1105-103,2016-05-09 22:15:50,1224.02,964.53,0.985,51.097291,5.113271,2,86.1,,,0.9854,,S12 S14 S18-2 S7,S12 S14 S18-2 S7
103,A69-1105-103,2016-05-09 22:16:22,1241.50,947.84,3.411,51.097141,5.113520,6,31.5,,,3.4110,,S10 S12 S14 S18 S18-2 S7 S8 S9,S10 S12 S14 S7 S8 S9
103,A69-1105-103,2016-05-09 22:17:17,1211.86,937.16,0.455,51.097045,5.113097,2,81.9,,,0.4548,,S12 S14 S18-2 S7,S12 S14 S18-2 S7
103,A69-1105-103,2016-05-09 22:22:59,1328.03,951.41,2.198,51.097173,5.114756,1,431.0,,,2.1982,,S10 S12 S18-2 S7 S8,S10 S12 S18-2
103,A69-1105-103,2016-05-09 22:23:35,1318.52,945.34,2.122,51.097119,5.114620,1,362.4,,,2.1224,,S10 S12 S13 S18-2 S7 S8,S10 S12 S18-2
103,A69-1105-103,2016-05-09 22:24:10,1295.92,954.05,3.563,51.097197,5.114297,4,101.4,,,3.5626,,S12 S14 S18-2 S7 S8,S12 S14 S18-2 S7 S8
103,A69-1105-103,2016-05-09 22:24:43,1286.49,960.10,2.198,51.097251,5.114163,1,141.4,,,2.1982,,S10 S12 S15 S18-2 S7 S8 S9,S10 S12 S18-2
103,A69-1105-103,2016-05-09 22:25:11,1246.42,961.61,3.790,51.097265,5.113591,8,43.9,,,3.7900,,S12 S14 S18-2 S7 S8 S9,S12 S14 S18-2 S7 S8 S9
103,A69-1105-103,2016-05-09 22:25:46,1247.04,962.41,0.758,51.097272,5.113600,7,58.1,,,0.7580,,S12 S14 S18-2 S7 S8 S9,S12 S14 S18-2 S7 S8 S9
103,A69-1105-103,2016-05-09 22:26:19,1231.31,948.97,1.137,51.097151,5.113375,10,23.9,,,1.1370,,S10 S12 S14 S15 S18 S18-2 S7 S8,S10 S12 S14 S18-2 S7 S8
103,A69-1105-103,2016-05-09 22:26:48,1206.33,939.75,1.289,51.097068,5.113018,2,47.8,,,1.2886,,S14 S18-2 S7 S8,S14 S18-2 S7 S8
103,A69-1105-103,2016-05-09 22:27:24,1204.62,947.95,2.956,51.097142,5.112994,3,81.7,,,2.9562,,S10 S12 S13 S14 S15 S16 S18 S18-2 S7 S8 S9,S10 S12 S7 S8
103,A69-1105-103,2016-05-09 22:27:58,1072.80,937.88,1.289,51.097052,5.111112,7,4.5,,,1.2886,,S10 S12 S13 S14 S15 S18 S18-2 S7 S8 S9,S10 S12 S13 S7 S8 S9
103,A69-1105-103,2016-05-09 22:28:29,1194.02,971.50,1.516,51.097354,5.112843,6,21.0,,,1.5160,,S12 S14 S18 S18-2 S8 S9,S12 S14 S18 S18-2 S8 S9
103,A69-1105-103,2016-05-09 22:28:53,1128.03,1003.31,3.032,51.097640,5.111901,4,18.2,,,3.0320,,S12 S14 S18-2 S7 S8 S9,S12 S14 S18-2 S7 S8 S9
103,A69-1105-103,2016-05-09 22:29:20,1255.35,985.19,3.714,51.097477,5.113718,4,39.1,,,3.7142,,S12 S13 S14 S16 S18 S18-2 S8 S9,S12 S13 S14 S16 S8 S9
103,A69-1105-103,2016-05-09 22:29:53,1223.75,979.46,3.866,51.097425,5.113267,6,22.6,,,3.8658,,S10 S12 S13 S14 S16 S18 S18-2 S8 S9,S10 S12 S13 S14 S8 S9
103,A69-1105-103,2016-05-09 22:30:20,1140.31,965.22,3.108,51.097297,5.112076,6,15.9,,,3.1078,,S10 S12 S13 S14 S16 S18 S18-2 S7 S8 S9,S10 S12 S13 S7 S8 S9
103,A69-1105-103,2016-05-09 22:30:54,1197.52,984.57,3.866,51.097471,5.112893,6,18.4,,,3.8658,,S12 S13 S14 S18 S18-2 S7 S8 S9,S12 S13 S14 S7 S8 S9
103,A69-1105-103,2016-05-09 22:31:23,1184.90,984.15,3.638,51.097468,5.112713,2,38.3,,,3.6384,,S10 S12 S13 S14 S15 S16 S18 S18-2 S7 S8 S9,S10 S12 S7 S8
103,A69-1105-103,2016-05-09 22:31:59,1192.65,974.62,1.213,51.097382,5.112823,6,17.2,,,1.2128,,S10 S12 S13 S14 S18-2 S9,S10 S12 S13 S14 S18-2 S9
103,A69-1105-103,2016-05-09 22:33:11,1221.36,953.65,0.910,51.097193,5.113233,2,120.6,,,0.9096,,S10 S12 S7 S8,S10 S12 S7 S8
103,A69-1105-103,2016-05-09 22:37:05,1296.31,893.29,2.805,51.096651,5.114303,2,251.3,,,2.8046,,S12 S13 S14 S18 S18-2 S7 S8 S9,S12 S14 S7 S8
103,A69-1105-103,2016-05-09 23:04:58,982.47,736.29,1.289,51.095240,5.109823,1,175.7,,,1.2886,,S12 S13 S18 S18-2 S8 S9,S12 S18 S9
103,A69-1105-103,2016-05-10 15:08:09,1130.56,888.75,2.122,51.096610,5.111937,1,88.4,,,2.1224,,S12 S13 S9,S12 S13 S9
103,A69-1105-103,2016-05-10 15:08:41,1108.08,905.64,2.122,51.096762,5.111616,3,15.3,,,2.1224,,S12 S13 S7 S9,S12 S13 S7 S9
103,A69-1105-103,2016-05-10 15:09:08,1112.99,913.87,1.895,51.096836,5.111686,2,18.9,,,1.8950,,S12 S13 S7 S9,S12 S13 S7 S9
103,A69-1105-103,2016-05-10 15:09:40,1099.10,926.55,1.743,51.096950,5.111488,2,9.7,,,1.7434,,S12 S13 S7 S9,S12 S13 S7 S9
103,A69-1105-103,2016-05-10 15:10:08,1090.12,939.92,1.364,51.097070,5.111359,1,12.0,,,1.3644,,S12 S13 S7,S12 S13 S7
103,A69-1105-103,2016-05-10 15:24:48,1144.22,1017.97,2.122,51.097772,5.112132,1,504.1,,,2.1224,,S14 S16 S18 S18-2 S8,S14 S16 S18-2
103,A69-1105-103,2016-05-10 15:25:24,1113.33,1012.41,2.047,51.097722,5.111691,11,6.7,,,2.0466,,S13 S14 S16 S18 S18-2 S8,S13 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-10 15:26:00,1089.30,1010.80,1.819,51.097707,5.111348,11,5.5,,,1.8192,,S13 S14 S16 S17 S18 S18-2 S8,S13 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-10 15:26:33,1069.26,1015.13,2.122,51.097746,5.111062,13,4.8,,,2.1224,,S13 S14 S16 S18 S18-2 S8 S9,S13 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-10 15:27:03,1052.93,1027.18,1.592,51.097854,5.110829,15,4.6,,,1.5918,,S10 S13 S14 S16 S18-2 S8 S9,S10 S13 S14 S18-2 S8 S9
103,A69-1105-103,2016-05-10 15:27:25,1041.66,1030.76,2.047,51.097887,5.110668,13,4.8,,,2.0466,,S10 S14 S16 S18 S18-2 S8 S9,S10 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-10 15:27:47,1032.31,1042.59,1.895,51.097993,5.110534,6,5.1,,,1.8950,,S14 S17 S18 S18-2 S8 S9,S14 S17 S18 S18-2 S8 S9
103,A69-1105-103,2016-05-10 15:28:10,1029.42,1044.11,2.880,51.098007,5.110493,5,6.8,,,2.8804,,S10 S14 S16 S17 S18 S18-2 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-10 15:28:34,1021.87,1031.12,2.350,51.097890,5.110385,8,4.8,,,2.3498,,S10 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-10 15:29:32,995.28,1023.03,2.122,51.097817,5.110006,9,4.3,,,2.1224,,S10 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-10 15:29:57,985.19,1011.84,2.501,51.097716,5.109862,8,4.3,,,2.5014,,S10 S12 S14 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-10 15:30:26,967.54,1012.00,2.122,51.097718,5.109610,6,4.3,,,2.1224,,S15 S16 S17 S18 S18-2,S15 S16 S17 S18 S18-2
103,A69-1105-103,2016-05-10 15:31:03,954.36,1028.37,2.274,51.097865,5.109421,12,4.2,,,2.2740,,S13 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-10 15:32:47,985.12,1049.72,3.942,51.098057,5.109861,12,4.3,,,3.9416,,S10 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-10 15:33:15,1003.72,1050.08,3.259,51.098060,5.110126,5,5.0,,,3.2594,,S10 S14 S16 S17 S18-2 S8 S9,S10 S14 S16 S18-2 S8
103,A69-1105-103,2016-05-10 15:33:49,1020.73,1043.31,3.411,51.097999,5.110369,8,5.1,,,3.4110,,S10 S14 S15 S16 S18 S18-2 S8,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-10 15:35:11,1036.61,1025.34,2.047,51.097838,5.110596,13,4.5,,,2.0466,,S13 S14 S16 S17 S18 S18-2 S8 S9,S13 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-10 15:35:42,1026.05,1033.84,3.411,51.097914,5.110445,4,5.7,,,3.4110,,S14 S16 S18 S18-2 S8,S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-10 15:36:07,1024.00,1048.54,3.032,51.098046,5.110416,2,7.3,,,3.0320,,S14 S16 S18-2 S8,S14 S16 S18-2 S8
103,A69-1105-103,2016-05-10 15:36:36,1014.73,1048.60,3.108,51.098047,5.110283,5,5.4,,,3.1078,,S10 S14 S16 S18-2 S8,S10 S14 S16 S18-2 S8
103,A69-1105-103,2016-05-10 15:37:11,992.81,1045.19,2.122,51.098016,5.109970,11,4.3,,,2.1224,,S10 S14 S16 S17 S18 S18-2 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-10 15:37:45,974.08,1038.53,2.198,51.097956,5.109703,5,4.3,,,2.1982,,S14 S15 S16 S17 S18-2,S14 S15 S16 S17 S18-2
103,A69-1105-103,2016-05-10 15:38:16,955.54,1054.87,2.350,51.098103,5.109438,11,4.2,,,2.3498,,S14 S15 S17 S18 S18-2 S8,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-10 15:38:40,947.58,1058.84,3.714,51.098139,5.109325,10,4.4,,,3.7142,,S14 S15 S16 S17 S18 S18-2,S14 S15 S16 S17 S18 S18-2
103,A69-1105-103,2016-05-10 22:11:48,917.26,1049.13,4.000,51.098052,5.108892,1,24.3,,,11.4458,,S14 S17 S18-2,S14 S17 S18-2
103,A69-1105-103,2016-05-10 22:13:02,950.78,1053.62,4.396,51.098092,5.109370,1,5.6,,,4.3964,,S14 S17 S18-2,S14 S17 S18-2
103,A69-1105-103,2016-05-10 22:18:15,941.43,1053.12,3.942,51.098087,5.109237,1,7.4,,,3.9416,,S14 S17 S18-2,S14 S17 S18-2
103,A69-1105-103,2016-05-10 22:18:52,952.86,1055.90,3.184,51.098112,5.109400,2,5.0,,,3.1836,,S14 S17 S18-2 S8,S14 S17 S18-2 S8
103,A69-1105-103,2016-05-10 22:19:28,948.38,1058.77,3.942,51.098138,5.109336,3,5.2,,,3.9416,,S14 S17 S18-2 S8 S9,S14 S17 S18-2 S8 S9
103,A69-1105-103,2016-05-10 22:21:24,941.11,1055.09,3.032,51.098105,5.109232,9,4.8,,,3.0320,,S14 S17 S18 S18-2 S8 S9,S14 S17 S18 S18-2 S8 S9
103,A69-1105-103,2016-05-10 22:21:58,940.49,1060.01,3.942,51.098149,5.109223,8,4.7,,,3.9416,,S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-10 22:22:27,937.56,1056.01,3.866,51.098113,5.109182,9,5.0,,,3.8658,,S14 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-10 22:23:03,947.54,1058.38,4.017,51.098135,5.109324,10,4.4,,,4.0174,,S10 S13 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-10 22:23:39,964.92,1055.35,2.729,51.098108,5.109572,13,4.2,,,2.7288,,S10 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-10 22:24:12,981.25,1052.21,3.563,51.098079,5.109805,13,4.2,,,3.5626,,S10 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-10 22:24:41,992.36,1055.60,3.335,51.098110,5.109964,9,4.8,,,3.3352,,S10 S12 S13 S14 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-10 22:26:29,1021.36,1017.38,3.259,51.097766,5.110378,10,4.5,,,3.2594,,S10 S12 S13 S16 S17 S18 S18-2 S9,S10 S13 S16 S18 S18-2 S9
103,A69-1105-103,2016-05-10 22:27:31,1067.29,1015.67,1.668,51.097751,5.111034,15,4.7,,,1.6676,,S10 S12 S13 S14 S16 S17 S18-2 S7 S8 S9,S10 S13 S14 S18-2 S8 S9
103,A69-1105-103,2016-05-10 22:28:07,1084.14,1004.47,3.714,51.097650,5.111274,15,5.0,,,3.7142,,S10 S12 S13 S14 S15 S16 S18 S18-2 S7 S8 S9,S10 S13 S14 S16 S8 S9
103,A69-1105-103,2016-05-10 22:28:43,1110.64,993.93,2.047,51.097555,5.111652,10,6.6,,,2.0466,,S13 S14 S17 S18-2 S7 S8 S9,S13 S14 S18-2 S7 S8 S9
103,A69-1105-103,2016-05-10 22:29:16,1116.40,980.52,2.122,51.097435,5.111735,3,16.0,,,2.1224,,S12 S13 S18-2 S8 S9,S13 S18-2 S8 S9
103,A69-1105-103,2016-05-10 22:29:44,1143.51,980.61,1.213,51.097436,5.112122,5,16.1,,,1.2128,,S10 S12 S13 S14 S16 S18-2 S7 S8 S9,S10 S12 S13 S7 S8 S9
103,A69-1105-103,2016-05-10 22:30:20,1160.07,966.11,1.061,51.097305,5.112358,5,22.5,,,1.0612,,S10 S12 S13 S7 S8 S9,S10 S12 S7 S8 S9
103,A69-1105-103,2016-05-10 22:30:54,1164.94,963.53,2.501,51.097282,5.112428,8,11.7,,,2.5014,,S12 S14 S16 S18-2 S8 S9,S12 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-10 22:34:00,1082.08,1005.34,0.758,51.097658,5.111245,1,10.8,,,0.7580,,S12 S14 S18-2 S9,S14 S18-2 S9
103,A69-1105-103,2016-05-10 22:52:31,984.28,934.41,0.455,51.097020,5.109849,2,4.9,,,0.4548,,S12 S13 S18-2 S7 S8 S9,S18-2 S7 S8 S9
103,A69-1105-103,2016-05-10 23:13:11,1321.52,873.63,1.668,51.096474,5.114663,1,481.5,,,1.6676,,S10 S12 S13 S14 S18-2 S9,S10 S12 S14
103,A69-1105-103,2016-05-10 23:13:38,1014.81,1027.53,0.985,51.097858,5.110284,1,5.7,,,0.9854,,S13 S14 S16 S17 S18-2 S7 S9,S14 S16 S18-2
103,A69-1105-103,2016-05-10 23:14:40,1259.16,899.88,2.122,51.096710,5.113773,2,78.2,,,2.1224,,S10 S12 S13 S14 S18 S18-2 S8 S9,S10 S12 S14 S8
103,A69-1105-103,2016-05-10 23:15:52,1260.23,932.93,0.834,51.097007,5.113788,2,67.5,,,0.8338,,S12 S14 S7 S8,S12 S14 S7 S8
103,A69-1105-103,2016-05-10 23:16:25,1248.10,948.06,3.335,51.097143,5.113615,9,31.4,,,3.3352,,S10 S12 S14 S18 S18-2 S7 S8,S10 S12 S14 S18-2 S7 S8
103,A69-1105-103,2016-05-10 23:16:55,1299.52,966.34,2.729,51.097307,5.114349,1,111.2,,,2.7288,,S12 S14 S8,S12 S14 S8
103,A69-1105-103,2016-05-10 23:17:40,1107.53,992.46,1.971,51.097542,5.111608,5,7.4,,,1.9708,,S13 S14 S18-2 S7 S9,S13 S14 S18-2 S7 S9
103,A69-1105-103,2016-05-10 23:18:02,1248.90,967.76,0.910,51.097320,5.113626,1,356.9,,,0.9096,,S12 S18-2 S7 S8 S9,S12 S18-2 S7
103,A69-1105-103,2016-05-10 23:18:54,1040.02,943.71,2.880,51.097104,5.110644,4,4.5,,,2.8804,,S12 S13 S18-2 S7,S12 S13 S18-2 S7
103,A69-1105-103,2016-05-10 23:36:23,1188.73,996.04,3.032,51.097574,5.112767,5,12.5,,,3.0320,,S12 S14 S15 S16 S17 S18 S18-2 S8,S12 S14 S16 S17 S18-2 S8
103,A69-1105-103,2016-05-10 23:38:15,1123.01,972.60,3.563,51.097364,5.111829,10,9.1,,,3.5626,,S13 S14 S16 S17 S18 S18-2 S8,S13 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-10 23:38:52,1108.45,977.41,3.790,51.097407,5.111621,7,6.7,,,3.7900,,S12 S13 S14 S17 S18 S18-2 S8,S12 S13 S14 S18 S18-2 S8
103,A69-1105-103,2016-05-10 23:39:27,1091.26,985.49,3.335,51.097480,5.111376,11,5.2,,,3.3352,,S12 S13 S14 S16 S17 S18 S18-2 S8 S9,S12 S13 S14 S16 S8 S9
103,A69-1105-103,2016-05-10 23:40:32,1056.92,990.93,3.487,51.097528,5.110886,15,4.5,,,3.4868,,S12 S13 S14 S16 S17 S18 S18-2 S8 S9,S13 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-10 23:40:55,1046.95,996.85,3.866,51.097582,5.110743,3,11.0,,,3.8658,,S14 S15 S16 S17 S18-2 S8,S14 S15 S16 S18-2 S8
103,A69-1105-103,2016-05-10 23:41:50,1016.37,1001.44,3.487,51.097623,5.110307,8,4.4,,,3.4868,,S13 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S16 S18 S18-2 S8 S9
103,A69-1105-103,2016-05-10 23:42:27,999.12,1009.72,1.668,51.097697,5.110060,10,4.4,,,1.6676,,S10 S13 S14 S15 S16 S17 S18 S18-2 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-10 23:43:02,1000.99,1025.63,2.198,51.097840,5.110087,9,4.4,,,2.1982,,S10 S12 S13 S14 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-10 23:44:07,998.18,1011.93,2.122,51.097717,5.110047,9,4.4,,,2.1224,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-10 23:44:30,1009.59,1018.96,2.122,51.097780,5.110210,8,4.5,,,2.1224,,S10 S12 S13 S14 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-10 23:44:57,1020.79,1012.52,2.729,51.097723,5.110370,12,4.4,,,2.7288,,S10 S12 S13 S14 S16 S17 S18-2 S7 S8 S9,S10 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-10 23:45:53,1054.62,1014.12,1.971,51.097737,5.110853,11,4.7,,,1.9708,,S12 S13 S14 S17 S18 S18-2 S8 S9,S13 S14 S18 S18-2 S8 S9
103,A69-1105-103,2016-05-10 23:46:21,1067.07,1023.71,3.411,51.097823,5.111030,15,4.8,,,3.4110,,S10 S12 S13 S14 S16 S17 S18-2 S7 S8 S9,S10 S13 S14 S18-2 S8 S9
