TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX
103,A69-1105-103,2016-02-09 23:24:09,1057.84,921.50,1.364,51.096904,5.110899,2,6.5,,,1.3644,,S12 S14 S16 S7,S12 S14 S16 S7
103,A69-1105-103,2016-02-09 23:57:49,1038.55,917.86,2.122,51.096872,5.110623,8,4.5,,,2.1224,,S12 S13 S14 S17 S18 S18-2,S12 S13 S14 S17 S18 S18-2
103,A69-1105-103,2016-02-14 17:00:32,1056.73,928.09,2.198,51.096964,5.110883,1,5.2,,,2.1982,,S13 S14 S7,S13 S14 S7
103,A69-1105-103,2016-02-14 17:01:08,1056.96,927.84,2.198,51.096961,5.110886,1,5.2,,,2.1982,,S13 S14 S7,S13 S14 S7
103,A69-1105-103,2016-02-14 17:01:43,1057.71,927.66,2.198,51.096960,5.110897,1,5.2,,,2.1982,,S13 S14 S7,S13 S14 S7
103,A69-1105-103,2016-02-14 17:11:44,1057.16,927.51,2.198,51.096958,5.110889,1,5.2,,,2.1982,,S13 S14 S7,S13 S14 S7
103,A69-1105-103,2016-02-14 17:12:08,1057.51,926.94,2.198,51.096953,5.110894,1,5.3,,,2.1982,,S13 S14 S7,S13 S14 S7
103,A69-1105-103,2016-02-20 18:34:39,1006.49,934.00,2.274,51.097017,5.110166,1,5.0,,,2.2740,,S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-02-29 00:27:44,1011.92,930.64,2.274,51.096986,5.110243,1,4.9,,,2.2740,,S13 S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-03-01 04:25:54,997.80,934.20,2.198,51.097019,5.110042,1,5.0,,,2.1982,,S12 S7 S8 S9,S7 S8 S9
103,A69-1105-103,2016-03-03 22:51:18,1066.32,911.01,2.198,51.096810,5.111020,2,5.8,,,2.1982,,S12 S13 S14 S7,S12 S13 S14 S7
103,A69-1105-103,2016-03-05 03:11:35,991.27,937.92,2.047,51.097052,5.109948,1,5.1,,,2.0466,,S12 S18-2 S7 S9,S18-2 S7 S9
103,A69-1105-103,2016-03-05 18:34:37,1010.61,929.30,2.047,51.096974,5.110225,1,5.0,,,2.0466,,S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-03-06 19:01:40,1002.02,926.06,2.047,51.096945,5.110102,2,6.5,,,2.0466,,S12 S14 S18 S7,S12 S14 S18 S7
103,A69-1105-103,2016-03-06 19:02:13,1003.34,926.70,2.047,51.096951,5.110121,2,6.4,,,2.0466,,S12 S14 S18 S7,S12 S14 S18 S7
103,A69-1105-103,2016-03-06 19:03:16,1002.10,931.71,2.047,51.096996,5.110103,1,6.5,,,2.0466,,S14 S18 S7,S14 S18 S7
103,A69-1105-103,2016-03-06 19:26:46,1050.92,911.40,2.047,51.096814,5.110800,1,6.8,,,2.0466,,S12 S14 S16,S12 S14 S16
103,A69-1105-103,2016-03-12 23:14:17,1002.86,933.01,2.274,51.097008,5.110114,2,4.7,,,2.2740,,S12 S13 S14 S18-2 S7 S9,S14 S18-2 S7 S9
103,A69-1105-103,2016-03-12 23:16:23,1002.65,932.87,2.198,51.097007,5.110111,2,4.7,,,2.1982,,S12 S13 S14 S18-2 S7 S9,S14 S18-2 S7 S9
103,A69-1105-103,2016-03-12 23:16:52,1002.61,932.78,2.198,51.097006,5.110110,2,4.7,,,2.1982,,S12 S13 S14 S18-2 S7 S9,S14 S18-2 S7 S9
103,A69-1105-103,2016-03-12 23:18:04,1002.29,932.65,2.198,51.097005,5.110106,2,4.7,,,2.1982,,S12 S13 S14 S18-2 S7 S9,S14 S18-2 S7 S9
103,A69-1105-103,2016-03-12 23:27:53,1012.46,929.88,2.350,51.096980,5.110251,1,5.0,,,2.3498,,S12 S13 S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-03-12 23:42:33,1005.73,932.05,1.668,51.096999,5.110155,2,4.7,,,1.6676,,S12 S13 S14 S7 S8 S9,S14 S7 S8 S9
103,A69-1105-103,2016-03-12 23:43:38,989.95,936.75,1.592,51.097042,5.109930,1,5.1,,,1.5918,,S13 S18-2 S7 S9,S18-2 S7 S9
103,A69-1105-103,2016-03-12 23:44:02,1012.65,931.54,1.592,51.096995,5.110254,3,4.5,,,1.5918,,S16 S18-2 S7 S9,S16 S18-2 S7 S9
103,A69-1105-103,2016-03-12 23:54:27,1038.56,920.51,2.350,51.096895,5.110623,2,5.9,,,2.3498,,S12 S13 S14 S16 S7,S12 S14 S16 S7
103,A69-1105-103,2016-03-13 00:04:08,1044.65,920.99,3.184,51.096900,5.110710,2,6.0,,,3.1836,,S12 S13 S14 S16 S7 S8,S12 S14 S16 S7
103,A69-1105-103,2016-03-13 00:13:29,1009.69,930.61,2.805,51.096986,5.110211,1,5.0,,,2.8046,,S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-03-13 00:44:57,1012.09,929.40,1.668,51.096975,5.110246,1,5.0,,,1.6676,,S12 S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-03-18 00:03:16,1008.53,931.77,1.743,51.096997,5.110195,5,4.5,,,1.7434,,S12 S16 S18 S18-2 S7 S8 S9,S16 S18-2 S7 S8 S9
103,A69-1105-103,2016-03-18 00:31:41,1004.51,940.75,1.743,51.097077,5.110137,2,4.5,,,1.7434,,S12 S13 S14 S18-2 S7 S8 S9,S18-2 S7 S8 S9
103,A69-1105-103,2016-03-18 00:32:12,1012.60,929.67,1.592,51.096978,5.110253,1,5.0,,,1.5918,,S12 S13 S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-03-18 00:36:08,998.57,934.49,1.743,51.097021,5.110053,2,4.6,,,1.7434,,S12 S13 S18 S18-2 S7 S9,S18 S18-2 S7 S9
103,A69-1105-103,2016-03-20 23:21:46,985.26,916.93,2.577,51.096863,5.109863,2,7.9,,,2.5772,,S12 S13 S14 S18 S7,S12 S14 S18 S7
103,A69-1105-103,2016-03-20 23:23:02,985.42,917.07,2.350,51.096865,5.109865,2,7.8,,,2.3498,,S12 S13 S14 S18 S7,S12 S14 S18 S7
103,A69-1105-103,2016-03-20 23:45:56,1031.36,920.96,2.426,51.096900,5.110521,2,5.9,,,2.4256,,S12 S14 S16 S7,S12 S14 S16 S7
103,A69-1105-103,2016-03-22 18:48:07,993.75,939.28,1.668,51.097064,5.109984,1,5.0,,,1.6676,,S12 S18-2 S7 S9,S18-2 S7 S9
103,A69-1105-103,2016-03-22 19:43:38,1014.05,929.85,1.743,51.096979,5.110274,1,4.9,,,1.7434,,S12 S13 S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-03-22 19:44:05,1013.17,930.04,1.668,51.096981,5.110261,1,4.9,,,1.6676,,S12 S13 S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-03-24 20:36:53,1102.01,917.31,2.653,51.096867,5.111529,2,26.7,,,2.6530,,S12 S13 S7 S9,S12 S13 S7 S9
103,A69-1105-103,2016-03-24 20:43:12,1020.94,941.06,2.501,51.097080,5.110372,3,4.4,,,2.5014,,S16 S18-2 S7 S8 S9,S16 S18-2 S7 S8 S9
103,A69-1105-103,2016-03-24 21:23:34,1012.50,931.78,3.184,51.096997,5.110251,4,4.5,,,3.1836,,S12 S13 S16 S18-2 S7 S9,S12 S16 S18-2 S7 S9
103,A69-1105-103,2016-03-25 20:27:22,991.50,939.95,1.137,51.097070,5.109952,5,4.8,,,1.1370,,S13 S14 S18 S18-2 S7 S8 S9,S14 S18-2 S7 S8 S9
103,A69-1105-103,2016-03-25 20:27:54,977.45,934.06,2.350,51.097017,5.109751,1,5.6,,,2.3498,,S12 S18-2 S7 S9,S18-2 S7 S9
103,A69-1105-103,2016-03-25 20:30:13,992.19,939.17,1.061,51.097063,5.109962,5,4.7,,,1.0612,,S13 S14 S18 S18-2 S7 S8 S9,S14 S18-2 S7 S8 S9
103,A69-1105-103,2016-03-29 18:36:25,1098.39,908.47,2.501,51.096787,5.111478,1,16.6,,,2.5014,,S13 S7 S9,S13 S7 S9
103,A69-1105-103,2016-03-29 18:37:32,1062.88,940.25,2.426,51.097073,5.110971,3,4.8,,,2.4256,,S13 S18-2 S7 S9,S13 S18-2 S7 S9
103,A69-1105-103,2016-03-29 18:38:00,1115.37,909.86,2.426,51.096800,5.111720,1,300.8,,,2.4256,,S13 S7 S9,S13 S7 S9
103,A69-1105-103,2016-03-29 18:39:07,1109.94,905.13,2.350,51.096757,5.111642,1,38.0,,,2.3498,,S13 S7 S9,S13 S7 S9
103,A69-1105-103,2016-03-29 20:27:27,980.95,883.45,1.213,51.096562,5.109801,1,19.4,,,1.2128,,S10 S12 S13 S14 S16 S18-2 S7 S9,S10 S16 S7
103,A69-1105-103,2016-03-29 20:57:56,1115.61,939.70,1.213,51.097068,5.111723,5,15.7,,,1.2128,,S10 S12 S13 S14 S18 S18-2 S7 S9,S10 S12 S13 S14 S7 S9
103,A69-1105-103,2016-03-31 20:16:38,1019.54,942.98,1.971,51.097097,5.110352,12,4.4,,,1.9708,,S10 S12 S14 S18 S18-2 S7 S8 S9,S10 S12 S14 S7 S8 S9
103,A69-1105-103,2016-03-31 20:17:03,1318.69,930.74,4.093,51.096987,5.114622,1,799.0,,,4.0932,,S14 S16 S18-2 S7 S8,S14 S16 S7
103,A69-1105-103,2016-03-31 20:17:31,1325.38,933.90,2.047,51.097016,5.114718,1,134062.1,,,2.0466,,S10 S12 S16 S18 S18-2 S7 S8,S10 S12 S18-2
103,A69-1105-103,2016-03-31 20:18:36,1089.99,984.55,1.668,51.097471,5.111358,8,5.8,,,1.6676,,S13 S14 S16 S18 S18-2 S8,S13 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-03-31 20:19:00,1046.59,925.84,2.956,51.096943,5.110738,10,4.4,,,2.9562,,S12 S13 S16 S18-2 S8 S9,S12 S13 S16 S18-2 S8 S9
103,A69-1105-103,2016-03-31 20:19:27,1013.78,938.49,3.866,51.097057,5.110270,12,4.4,,,3.8658,,S12 S14 S16 S18 S18-2 S7 S8 S9,S12 S14 S16 S7 S8 S9
103,A69-1105-103,2016-03-31 20:19:59,1042.21,943.42,1.213,51.097101,5.110676,15,4.3,,,1.2128,,S12 S13 S14 S18 S18-2 S7,S12 S13 S14 S18 S18-2 S7
103,A69-1105-103,2016-03-31 20:20:26,1241.77,936.88,1.895,51.097043,5.113524,7,33.8,,,1.8950,,S10 S12 S14 S16 S18 S18-2 S7 S8,S10 S12 S14 S16 S7 S8
103,A69-1105-103,2016-03-31 20:20:59,1239.37,929.01,1.137,51.096972,5.113490,4,46.3,,,1.1370,,S12 S13 S14 S16 S17 S18 S18-2 S7 S8,S12 S14 S16 S7 S8
103,A69-1105-103,2016-03-31 20:21:28,1220.96,929.76,1.440,51.096979,5.113227,6,37.7,,,1.4402,,S12 S13 S14 S16 S17 S18 S18-2 S7,S12 S14 S16 S18-2 S7
103,A69-1105-103,2016-03-31 20:22:39,1005.08,1019.95,2.880,51.097789,5.110146,5,4.7,,,2.8804,,S12 S14 S17 S18-2 S7 S8,S12 S14 S18-2 S7 S8
103,A69-1105-103,2016-03-31 20:23:13,1178.06,931.81,1.895,51.096997,5.112615,7,19.3,,,1.8950,,S12 S13 S14 S16 S17 S18 S18-2 S7,S12 S14 S16 S18-2 S7
103,A69-1105-103,2016-03-31 20:23:42,1172.55,927.16,2.274,51.096955,5.112536,3,173.4,,,2.2740,,S12 S13 S14 S16 S17 S7 S8 S9,S12 S16 S7 S8
103,A69-1105-103,2016-03-31 20:24:25,1217.81,903.67,1.592,51.096744,5.113182,1,5850.1,,,1.5918,,S10 S12 S13 S14 S16 S17 S18-2 S7 S8 S9,S10 S12 S8
103,A69-1105-103,2016-03-31 20:24:47,1161.29,903.52,2.122,51.096743,5.112375,1,97.4,,,2.1224,,S10 S12 S13 S14 S16 S7 S8 S9,S10 S12 S8
103,A69-1105-103,2016-03-31 20:28:39,1137.98,888.31,3.487,51.096606,5.112043,2,136.8,,,3.4868,,S10 S12 S13 S18 S7 S8 S9,S10 S12 S13 S7
103,A69-1105-103,2016-03-31 20:29:03,1165.79,887.63,1.743,51.096600,5.112440,1,345.2,,,1.7434,,S10 S12 S13 S7 S8 S9,S10 S12 S8
103,A69-1105-103,2016-03-31 20:29:28,1163.68,901.82,1.516,51.096727,5.112409,1,112.1,,,1.5160,,S10 S12 S13 S14 S18 S7 S8 S9,S10 S12 S8
103,A69-1105-103,2016-03-31 20:29:58,1160.78,914.40,1.289,51.096841,5.112368,3,64.0,,,1.2886,,S10 S12 S13 S16 S18 S18-2 S7 S8 S9,S10 S12 S13 S7 S8
103,A69-1105-103,2016-03-31 20:30:21,1135.55,923.73,1.895,51.096924,5.112008,6,22.4,,,1.8950,,S12 S13 S14 S16 S18 S18-2 S7 S9,S12 S13 S16 S18-2 S7 S9
103,A69-1105-103,2016-03-31 20:30:45,1132.00,924.01,1.895,51.096927,5.111957,4,21.2,,,1.8950,,S12 S13 S14 S18-2 S7 S8 S9,S12 S13 S18-2 S7 S8 S9
103,A69-1105-103,2016-03-31 20:31:12,1116.27,926.49,1.895,51.096949,5.111733,5,12.3,,,1.8950,,S10 S12 S13 S16 S18-2 S7 S8 S9,S10 S12 S13 S7 S8 S9
103,A69-1105-103,2016-03-31 20:32:10,1125.31,931.50,2.880,51.096994,5.111862,3,25.5,,,2.8804,,S12 S13 S16 S7 S9,S12 S13 S16 S7 S9
103,A69-1105-103,2016-03-31 20:32:40,1148.62,925.63,1.743,51.096942,5.112195,6,14.8,,,1.7434,,S12 S13 S14 S16 S18-2 S7 S9,S12 S13 S14 S16 S7 S9
103,A69-1105-103,2016-03-31 20:33:05,1148.70,924.99,1.743,51.096936,5.112196,3,29.5,,,1.7434,,S12 S13 S14 S7 S9,S12 S13 S14 S7 S9
103,A69-1105-103,2016-03-31 20:33:32,1159.26,927.57,1.516,51.096959,5.112346,4,27.7,,,1.5160,,S12 S13 S14 S18-2 S7 S9,S12 S14 S18-2 S7
103,A69-1105-103,2016-03-31 20:34:36,1192.28,930.51,0.758,51.096985,5.112818,1,100.2,,,0.7580,,S12 S13 S14 S7,S12 S14 S7
103,A69-1105-103,2016-03-31 20:35:24,1231.57,918.93,2.122,51.096881,5.113379,3,69.6,,,2.1224,,S12 S13 S14 S18-2 S7 S8 S9,S12 S14 S7 S8
103,A69-1105-103,2016-03-31 20:35:53,1240.84,915.59,0.910,51.096851,5.113511,2,97.8,,,0.9096,,S10 S13 S14 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S7 S8
103,A69-1105-103,2016-03-31 20:37:07,1232.13,933.80,4.396,51.097015,5.113387,7,42.7,,,4.3964,,S12 S14 S16 S17 S18 S18-2 S7,S12 S14 S16 S18 S18-2 S7
103,A69-1105-103,2016-03-31 20:39:23,1074.71,932.10,1.819,51.097000,5.111139,6,4.9,,,1.8192,,S12 S13 S14 S16 S18 S18-2 S7 S8 S9,S12 S13 S14 S7 S8 S9
103,A69-1105-103,2016-03-31 20:39:47,1249.92,975.65,1.743,51.097391,5.113641,1,127.5,,,1.7434,,S12 S16 S18-2 S8 S9,S12 S16 S18-2
103,A69-1105-103,2016-03-31 20:40:14,1306.44,971.38,1.971,51.097353,5.114448,3,121.8,,,1.9708,,S12 S14 S16 S17 S18 S18-2 S7 S8 S9,S12 S14 S16 S7 S8
103,A69-1105-103,2016-03-31 20:41:12,957.53,850.29,4.093,51.096264,5.109467,1,14.8,,,4.0932,,S12 S18-2 S9,S12 S18-2 S9
103,A69-1105-103,2016-03-31 20:41:42,1253.34,947.06,2.501,51.097134,5.113689,2,189.3,,,2.5014,,S12 S16 S18 S18-2 S7 S9,S12 S16 S18-2 S7
103,A69-1105-103,2016-03-31 20:44:24,1337.61,894.65,1.061,51.096663,5.114892,1,1012.3,,,1.0612,,S12 S13 S14 S16 S17 S18 S18-2 S9,S12 S14 S16
103,A69-1105-103,2016-03-31 20:47:19,1011.04,1031.68,1.516,51.097895,5.110231,1,5.4,,,1.5160,,S14 S18-2 S8,S14 S18-2 S8
103,A69-1105-103,2016-03-31 20:54:08,1070.53,985.92,2.501,51.097483,5.111080,5,6.7,,,2.5014,,S13 S14 S16 S17 S18 S18-2 S8 S9,S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-03-31 21:17:14,1107.78,907.44,1.137,51.096778,5.111612,3,54.1,,,1.1370,,S10 S12 S13 S14 S18-2 S7 S9,S10 S12 S13 S7 S9
103,A69-1105-103,2016-04-02 20:52:22,1058.32,925.80,2.198,51.096943,5.110906,1,5.3,,,2.1982,,S13 S14 S7,S13 S14 S7
103,A69-1105-103,2016-04-02 21:02:52,1005.87,932.56,2.198,51.097004,5.110157,1,4.9,,,2.1982,,S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-04-02 21:08:51,1006.66,933.53,2.122,51.097013,5.110168,1,4.9,,,2.1224,,S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-04-02 21:09:20,1006.59,933.37,2.122,51.097011,5.110167,1,4.9,,,2.1224,,S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-04-02 21:09:55,1007.01,933.56,2.122,51.097013,5.110173,1,4.9,,,2.1224,,S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-04-02 21:10:30,1006.96,933.49,2.122,51.097012,5.110172,1,4.9,,,2.1224,,S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-04-02 21:11:01,1027.39,931.51,2.122,51.096994,5.110464,3,4.7,,,2.1224,,S13 S14 S7 S9,S13 S14 S7 S9
103,A69-1105-103,2016-04-02 21:17:24,1005.25,933.01,2.122,51.097008,5.110148,1,4.9,,,2.1224,,S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-04-02 21:17:55,1005.92,932.73,2.122,51.097005,5.110158,1,4.9,,,2.1224,,S12 S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-04-02 21:18:21,1005.58,933.01,2.122,51.097008,5.110153,1,4.9,,,2.1224,,S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-04-02 21:19:59,1005.30,932.99,2.122,51.097008,5.110149,1,4.9,,,2.1224,,S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-04-02 21:21:52,1005.20,932.97,2.122,51.097007,5.110147,1,5.0,,,2.1224,,S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-04-02 21:22:16,1005.97,933.15,2.122,51.097009,5.110158,1,4.9,,,2.1224,,S12 S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-04-02 22:49:47,1009.59,934.11,2.122,51.097018,5.110210,1,4.9,,,2.1224,,S14 S7 S9,S14 S7 S9
103,A69-1105-103,2016-04-07 19:38:12,998.18,936.06,0.910,51.097035,5.110047,6,4.6,,,0.9096,,S12 S14 S18 S18-2 S7 S9,S12 S14 S18 S18-2 S7 S9
103,A69-1105-103,2016-04-07 19:41:52,975.00,998.20,0.985,51.097594,5.109716,3,4.6,,,0.9854,,S13 S14 S16 S18 S18-2 S8 S9,S14 S16 S18-2 S8
103,A69-1105-103,2016-04-07 19:49:23,992.44,901.82,1.289,51.096727,5.109965,2,10.2,,,1.2886,,S10 S13 S14 S16 S18-2 S7 S8 S9,S10 S16 S7 S8
103,A69-1105-103,2016-04-07 19:59:58,1137.66,922.58,1.364,51.096914,5.112038,2,129.5,,,1.3644,,S12 S13 S7 S9,S12 S13 S7 S9
103,A69-1105-103,2016-04-07 20:05:17,1027.47,947.39,3.563,51.097137,5.110465,11,4.2,,,3.5626,,S10 S12 S13 S14 S17 S18-2 S7 S8 S9,S10 S12 S13 S7 S8 S9
103,A69-1105-103,2016-04-07 20:05:51,1009.72,939.65,2.956,51.097068,5.110212,3,7.1,,,2.9562,,S10 S14 S17 S18-2 S7 S8,S10 S14 S17 S18-2 S7
103,A69-1105-103,2016-04-07 20:06:47,992.83,942.76,3.563,51.097095,5.109971,9,4.5,,,3.5626,,S10 S12 S13 S14 S17 S7 S8 S9,S10 S12 S13 S7 S8 S9
103,A69-1105-103,2016-04-07 20:08:56,993.11,940.83,3.714,51.097078,5.109975,9,4.5,,,3.7142,,S10 S12 S13 S14 S7 S8 S9,S10 S12 S13 S7 S8 S9
103,A69-1105-103,2016-04-07 20:09:21,998.81,951.17,3.866,51.097171,5.110056,9,4.4,,,3.8658,,S10 S12 S14 S18-2 S7 S9,S10 S12 S14 S18-2 S7 S9
103,A69-1105-103,2016-04-07 20:09:49,1012.71,954.98,2.274,51.097205,5.110254,10,4.3,,,2.2740,,S10 S12 S13 S17 S18-2 S7 S9,S10 S12 S13 S18-2 S7 S9
103,A69-1105-103,2016-04-07 20:18:45,1184.55,950.42,1.743,51.097164,5.112707,5,33.9,,,1.7434,,S10 S14 S18 S18-2 S7,S10 S14 S18 S18-2 S7
103,A69-1105-103,2016-04-07 20:19:35,1155.47,972.20,2.577,51.097360,5.112292,12,22.7,,,2.5772,,S13 S14 S16 S18 S18-2 S8 S9,S13 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-04-07 20:20:41,1196.14,987.32,3.259,51.097496,5.112873,4,26.4,,,3.2594,,S10 S13 S14 S16 S18 S18-2 S7 S8 S9,S10 S13 S14 S7 S8 S9
103,A69-1105-103,2016-04-07 20:21:05,1189.11,994.39,1.137,51.097560,5.112773,5,20.6,,,1.1370,,S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S12 S13 S14 S7 S8 S9
103,A69-1105-103,2016-04-07 20:21:31,1163.10,990.28,0.910,51.097523,5.112401,2,27.8,,,0.9096,,S12 S13 S14 S18,S12 S13 S14 S18
103,A69-1105-103,2016-04-07 20:22:02,1167.89,985.19,0.985,51.097477,5.112470,4,30.8,,,0.9854,,S10 S12 S13 S14 S16 S18-2 S7 S8 S9,S10 S12 S13 S7 S8
103,A69-1105-103,2016-04-07 20:22:27,1138.59,986.18,3.184,51.097486,5.112051,1,571.7,,,3.1836,,S14 S16 S18-2,S14 S16 S18-2
103,A69-1105-103,2016-04-07 20:22:55,1142.85,975.87,3.032,51.097393,5.112112,4,28.0,,,3.0320,,S16 S18-2 S7 S8 S9,S16 S18-2 S7 S8 S9
103,A69-1105-103,2016-04-07 20:24:24,1197.05,956.55,4.169,51.097219,5.112886,1,950.4,,,4.1690,,S12 S16 S7 S9,S12 S16 S7
103,A69-1105-103,2016-04-07 20:31:14,1155.31,902.67,1.364,51.096735,5.112290,4,21.5,,,1.3644,,S10 S12 S13 S14 S7 S9,S10 S12 S13 S14 S7
103,A69-1105-103,2016-04-07 20:33:59,1161.52,940.38,0.682,51.097074,5.112379,6,13.3,,,0.6822,,S12 S14 S16 S17 S18 S18-2 S8,S12 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-04-07 20:34:22,1160.80,950.86,1.137,51.097168,5.112369,4,79.4,,,1.1370,,S14 S16 S17 S18 S18-2 S8 S9,S14 S16 S18 S18-2 S8 S9
103,A69-1105-103,2016-04-07 20:35:16,1188.37,973.81,0.985,51.097375,5.112762,3,52.8,,,0.9854,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S12 S13 S7 S8
103,A69-1105-103,2016-04-07 20:37:26,1048.39,936.41,0.834,51.097038,5.110764,6,4.3,,,0.8338,,S12 S13 S18-2 S7 S9,S12 S13 S18-2 S7 S9
103,A69-1105-103,2016-04-07 20:37:58,1027.13,945.80,1.213,51.097123,5.110460,1,4.9,,,1.2128,,S12 S13 S14,S12 S13 S14
103,A69-1105-103,2016-04-07 20:38:25,1064.28,941.02,0.910,51.097080,5.110991,10,4.3,,,0.9096,,S12 S13 S14 S16 S18-2 S7 S8 S9,S12 S13 S14 S7 S8 S9
103,A69-1105-103,2016-04-07 20:39:26,1262.21,957.40,1.061,51.097227,5.113816,3,53.4,,,1.0612,,S10 S12 S14 S18-2 S7 S9,S10 S12 S14 S18-2 S7
103,A69-1105-103,2016-04-07 20:40:02,1258.54,942.61,0.985,51.097094,5.113764,2,520.6,,,0.9854,,S12 S14 S17 S18-2 S7,S12 S14 S18-2 S7
103,A69-1105-103,2016-04-07 20:41:08,1249.36,922.46,1.971,51.096913,5.113633,2,63.4,,,1.9708,,S12 S14 S16 S7 S9,S12 S14 S16 S7
103,A69-1105-103,2016-04-07 20:52:51,1341.70,913.57,1.213,51.096833,5.114951,2,479.1,,,1.2128,,S12 S13 S14 S16 S18 S18-2 S7,S12 S14 S16 S7
103,A69-1105-103,2016-04-07 20:53:22,1333.56,913.42,0.834,51.096832,5.114835,1,384.4,,,0.8338,,S12 S13 S14 S16 S18,S12 S14 S16
103,A69-1105-103,2016-04-07 20:54:12,1321.61,911.66,1.213,51.096816,5.114664,1,534.0,,,1.2128,,S12 S13 S14 S18 S18-2 S8,S12 S14 S8
103,A69-1105-103,2016-04-07 20:56:54,1291.97,960.35,0.910,51.097254,5.114241,3,90.4,,,0.9096,,S12 S14 S16 S18 S18-2 S7 S8 S9,S12 S14 S16 S7 S8
103,A69-1105-103,2016-04-07 20:57:54,1227.73,964.18,0.910,51.097288,5.113324,8,31.1,,,0.9096,,S12 S14 S16 S18 S18-2 S7 S9,S12 S14 S16 S18-2 S7 S9
103,A69-1105-103,2016-04-07 21:01:02,1102.93,973.63,3.638,51.097373,5.111542,1,138.4,,,3.6384,,S10 S16 S18 S18-2,S10 S16 S18-2
103,A69-1105-103,2016-04-07 21:01:31,1138.67,974.41,1.137,51.097380,5.112053,4,16.4,,,1.1370,,S10 S12 S13 S14 S16 S17 S18 S7 S8 S9,S10 S12 S13 S7 S8
103,A69-1105-103,2016-04-07 21:02:45,1123.25,1002.24,0.985,51.097630,5.111832,10,6.8,,,0.9854,,S10 S12 S13 S14 S16 S18 S18-2 S8 S9,S10 S12 S13 S14 S8 S9
103,A69-1105-103,2016-04-07 21:03:22,1099.33,994.81,0.682,51.097563,5.111491,8,7.6,,,0.6822,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S12 S13 S7 S8 S9
103,A69-1105-103,2016-04-07 21:04:36,1083.93,995.21,4.017,51.097567,5.111271,9,6.4,,,4.0174,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S12 S13 S16 S8 S9
103,A69-1105-103,2016-04-07 21:05:12,1080.57,1010.15,0.910,51.097701,5.111223,3,8.1,,,0.9096,,S15 S17 S18 S7,S15 S17 S18 S7
103,A69-1105-103,2016-04-07 21:05:47,1085.38,1027.29,1.364,51.097855,5.111292,15,5.3,,,1.3644,,S10 S12 S13 S14 S16 S17 S18 S18-2 S7 S8 S9,S10 S13 S14 S18-2 S8 S9
103,A69-1105-103,2016-04-07 21:06:47,1096.12,1023.77,3.032,51.097824,5.111445,8,8.4,,,3.0320,,S10 S14 S16 S17 S18 S18-2 S7,S10 S14 S16 S17 S18-2 S7
103,A69-1105-103,2016-04-07 21:07:22,1103.89,1008.75,1.213,51.097689,5.111556,8,8.8,,,1.2128,,S10 S14 S16 S17 S18 S18-2 S7 S8,S10 S14 S16 S18-2 S7 S8
103,A69-1105-103,2016-04-07 21:08:20,1120.19,989.57,1.364,51.097516,5.111789,6,7.3,,,1.3644,,S10 S12 S14 S16 S18,S10 S12 S14 S16 S18
103,A69-1105-103,2016-04-07 21:08:52,1161.62,987.47,1.061,51.097497,5.112380,1,56.7,,,1.0612,,S10 S13 S18 S7,S10 S13 S18
103,A69-1105-103,2016-04-07 21:10:13,1164.34,985.06,0.985,51.097476,5.112419,1,44.5,,,0.9854,,S14 S18 S7,S14 S18 S7
103,A69-1105-103,2016-04-07 21:10:41,1149.78,964.29,0.758,51.097289,5.112211,2,43.8,,,0.7580,,S10 S12 S13 S14 S16 S17 S18 S18-2 S7 S8 S9,S10 S12 S7 S8
