groups_pas,groups_obs,ST07,ST08,ST09,ST10,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST18-2,soundspeed,synced_time,mean_BI
1912,15389,9588954.31241707,9588954.339458069,9588954.30036707,NA,9588954.28824507,9588954.276968071,9588954.350751068,NA,9588954.347404068,9588954.379633069,9588954.37705607,9588954.357834069,1478.7547379697894,2016-05-28 17:11:17.281273,28.6
1912,15390,9588991.83692307,9588991.86423807,9588991.82516607,NA,9588991.81156807,9588991.80175807,9588991.87534307,NA,NA,NA,9588991.903933069,9588991.88219207,1478.7526131009158,2016-05-28 17:11:54.806063,28.6
1912,15391,9589029.22912907,9589029.25621607,9589029.21726707,NA,9589029.20369207,9589029.193850068,9589029.26743507,NA,NA,9589029.296190072,9589029.293810071,9589029.27454907,1478.7506062472444,2016-05-28 17:12:32.198155,28.6
1912,15392,9589066.45103407,9589066.47829407,9589066.439371072,NA,9589066.425215071,9589066.415742071,9589066.489226071,NA,NA,9589066.51811707,9589066.51558507,9589066.49630407,1478.7484813096396,2016-05-28 17:13:09.420047,28.6
1912,15393,9589103.236537071,9589103.26326807,NA,NA,9589103.21074007,9589103.20123507,9589103.27481607,NA,NA,NA,9589103.301257068,9589103.28195607,1478.7465924473947,2016-05-28 17:13:46.205540,28.6
1912,15394,9589173.518924069,9589173.54559107,9589173.508541068,NA,9589173.492995068,9589173.483531069,9589173.55718907,NA,9589173.55370407,NA,9589173.58327707,9589173.56413907,1478.744703556331,2016-05-28 17:14:56.487836,28.6
1912,15395,9589204.485795071,9589204.512522072,9589204.474028071,NA,9589204.459932072,9589204.450541072,9589204.524465071,NA,9589204.519889072,NA,9589204.55030607,9589204.53185207,1478.7425785214625,2016-05-28 17:15:27.454846,28.6
1912,15396,NA,NA,9589255.689144071,NA,9589255.67502707,9589255.66619307,9589255.739291072,NA,NA,9589255.787561072,9589255.765585072,9589255.746704072,1478.74068957276,2016-05-28 17:16:18.670498,28.6
1912,15397,NA,NA,9589287.715717072,NA,NA,NA,9589287.765969072,NA,NA,NA,9589287.792223072,9589287.77302307,1478.739390904676,2016-05-28 17:16:50.720022,28.6
1912,15398,9589313.919797072,9589313.945037073,9589313.906167071,NA,9589313.892307071,9589313.88282407,9589313.956334073,NA,NA,NA,9589313.982616073,9589313.963404072,1478.7379741594298,2016-05-28 17:17:16.887129,28.6
1912,15399,9589344.565966073,9589344.592466073,9589344.553758074,9589344.586340073,9589344.539743073,NA,9589344.604109073,NA,9589344.599472074,NA,9589344.630243074,9589344.610914074,1478.735967077942,2016-05-28 17:17:47.544048,28.6
1912,15400,NA,9589368.259142073,9589368.220443074,NA,9589368.206495075,9589368.197066074,NA,NA,9589368.266637072,9589368.299045073,9589368.296818072,9589368.277776072,1478.733959965833,2016-05-28 17:18:11.201371,28.6
1912,15401,9589423.237699073,9589423.264252072,9589423.225608073,NA,9589423.211682074,9589423.202307073,9589423.276002072,NA,NA,NA,9589423.302025072,9589423.282853073,1478.7320708903205,2016-05-28 17:19:06.206612,28.6
1912,15402,9589460.323902074,9589460.350628074,9589460.311613074,NA,9589460.297606073,9589460.288098073,NA,NA,NA,NA,9589460.388100075,9589460.368909074,1478.7302998571697,2016-05-28 17:19:43.292403,28.6
1912,15403,9589496.847605076,NA,NA,NA,9589496.820631076,9589496.811093075,NA,NA,NA,NA,NA,9589496.891959075,1478.729001084466,2016-05-28 17:20:19.815398,28.6
1912,15404,9589532.351300076,NA,NA,NA,9589532.324857075,9589532.315389074,NA,NA,NA,NA,NA,9589532.396203076,1478.7280565138537,2016-05-28 17:20:55.319694,28.6
1912,15405,9589565.677883077,NA,9589565.666107077,NA,9589565.651890077,9589565.642393077,NA,NA,NA,NA,NA,9589565.723232077,1478.7269938634843,2016-05-28 17:21:28.646698,28.6
1912,15406,9589594.648143077,NA,9589594.636220077,NA,9589594.622129077,9589594.612709077,NA,NA,NA,NA,NA,9589594.693531077,1478.725813130764,2016-05-28 17:21:57.617014,28.6
1912,15407,9589630.879342077,NA,9589630.867937077,NA,9589630.853256077,9589630.843704076,NA,NA,NA,NA,NA,9589630.924679078,1478.724632387235,2016-05-28 17:22:33.848009,28.6
1912,15408,9589665.690233078,NA,9589665.678872079,NA,9589665.664384078,9589665.654802078,NA,NA,NA,NA,NA,9589665.735619077,1478.7234516328976,2016-05-28 17:23:08.659107,28.6
1912,15409,9589697.563709078,NA,9589697.551847078,NA,9589697.537618078,9589697.528010078,NA,NA,NA,NA,NA,9589697.60883708,1478.722270867752,2016-05-28 17:23:40.532315,28.6
1912,15410,9589723.804354079,NA,9589723.79269708,NA,9589723.77846508,9589723.768934079,NA,NA,NA,NA,NA,9589723.849717079,1478.7210900917978,2016-05-28 17:24:06.773239,28.6
1912,15411,9589754.77152508,NA,NA,NA,9589754.745401079,9589754.736044079,NA,NA,NA,NA,NA,9589754.81683008,1478.7200273843596,2016-05-28 17:24:37.740349,28.6
1912,15412,9589778.89445808,NA,9589778.88246208,NA,9589778.86805108,9589778.85877408,9589778.93287408,NA,NA,NA,9589778.95975708,9589778.93939608,1478.7187285070306,2016-05-28 17:25:01.863079,28.6
1912,15413,9589805.501604082,NA,NA,NA,9589805.475697082,9589805.46619708,9589805.539939081,NA,NA,NA,NA,9589805.54697808,1478.7173115361097,2016-05-28 17:25:28.470502,28.6
1912,15414,9589837.088178081,NA,NA,NA,9589837.06213108,9589837.052805081,NA,NA,NA,NA,9589837.152987082,9589837.133598082,1478.7161307147585,2016-05-28 17:26:00.057110,28.6
1912,15415,9589862.685019081,NA,9589862.67304708,NA,9589862.65887908,9589862.649531081,NA,NA,NA,NA,NA,9589862.730173081,1478.7149498825988,2016-05-28 17:26:25.653836,28.6
1912,15416,NA,NA,NA,NA,NA,9589914.21728108,9589914.291806081,NA,NA,NA,NA,9589914.298127081,1478.7140052093764,2016-05-28 17:27:17.221586,28.6
1912,15417,9589936.23102308,NA,9589936.22056608,NA,NA,9589936.195717081,9589936.269760082,NA,NA,NA,NA,9589936.276879082,1478.71306052866,2016-05-28 17:27:39.200022,28.6
1912,15418,9589958.452746082,NA,9589958.441270081,NA,9589958.426682081,9589958.41725308,9589958.490815083,NA,NA,NA,NA,NA,1478.7118796683967,2016-05-28 17:28:01.421558,28.6
1912,15419,9589980.976370081,NA,9589980.965168081,NA,9589980.950336082,9589980.940787083,9589981.014370082,NA,NA,NA,NA,9589981.021985082,1478.7105807094238,2016-05-28 17:28:23.945092,28.6
1912,15420,9590004.42249908,NA,9590004.41065608,NA,9590004.39618808,9590004.386919081,9590004.46042808,NA,NA,NA,NA,9590004.46924608,1478.7091636485711,2016-05-28 17:28:47.391224,28.6
1912,15421,9590029.85683908,NA,9590029.84611708,NA,9590029.83083508,9590029.82134508,9590029.894889079,NA,NA,NA,NA,NA,1478.7078646626476,2016-05-28 17:29:12.825650,28.6
1912,15422,9590058.96129908,NA,9590058.94912808,NA,9590058.93537608,9590058.92586108,9590058.99946008,NA,NA,NA,NA,9590059.006721081,1478.7065656632476,2016-05-28 17:29:41.930166,28.6
1912,15423,9590095.433201082,NA,9590095.420642082,NA,9590095.406901082,9590095.397456082,9590095.470951082,NA,NA,NA,NA,9590095.478271082,1478.7051485582926,2016-05-28 17:30:18.401761,28.6
1912,15424,9590130.743194083,NA,9590130.731170082,NA,9590130.717228083,9590130.707952082,9590130.781337082,NA,NA,NA,NA,9590130.788513083,1478.7037314377715,2016-05-28 17:30:53.712257,28.6
1912,15425,9590163.756876083,NA,9590163.744830083,NA,9590163.731061082,9590163.721656082,9590163.795318084,NA,NA,NA,9590163.821605083,9590163.802240083,1478.7021962060742,2016-05-28 17:31:26.725961,28.6
1912,15426,9590192.115732081,NA,9590192.103751082,NA,NA,9590192.080475083,9590192.153987082,NA,NA,NA,NA,9590192.161035081,1478.7007790535565,2016-05-28 17:31:55.084780,28.6
1912,15427,9590227.12522508,NA,9590227.11388308,NA,9590227.09943008,9590227.08997208,9590227.16357308,NA,NA,NA,NA,9590227.17067608,1478.6994799828128,2016-05-28 17:32:30.094277,28.6
1912,15428,9590259.589704081,NA,9590259.57925008,NA,9590259.56376408,9590259.554378081,9590259.62795408,NA,NA,NA,NA,9590259.635098081,1478.6980628000274,2016-05-28 17:33:02.558683,28.6
1912,15429,9590286.728854083,NA,NA,NA,9590286.702908082,9590286.693500081,9590286.767219083,NA,NA,NA,NA,9590286.774684083,1478.696763702331,2016-05-28 17:33:29.697805,28.6
1912,15430,9590319.022432083,NA,NA,NA,9590318.996441083,NA,9590319.060799083,NA,9590319.056441084,NA,NA,NA,1478.6957007944866,2016-05-28 17:34:02.000746,28.6
1912,15431,9590345.967480082,NA,9590345.955597082,NA,9590345.941786082,9590345.932328083,9590346.006065082,NA,9590346.001614083,NA,NA,NA,1478.6945197749603,2016-05-28 17:34:28.936633,28.6
1912,15432,9590378.063457081,NA,9590378.051469082,NA,9590378.037421081,9590378.028134082,9590378.101744082,NA,9590378.097302081,NA,NA,9590378.109212082,1478.6929844336494,2016-05-28 17:35:01.032439,28.6
1912,15433,NA,NA,NA,NA,9590404.618065082,9590404.608558081,NA,NA,NA,NA,NA,NA,1478.69192149532,2016-05-28 17:35:27.612863,28.6
1912,15434,9590436.035576083,NA,9590436.023695083,NA,9590436.009601083,9590436.000366082,9590436.073885083,NA,9590436.069361083,NA,NA,9590436.081309084,1478.6908585466128,2016-05-28 17:35:59.004671,28.6
1912,15435,9590461.178114083,NA,9590461.166060083,NA,9590461.152149083,9590461.142794084,9590461.216248084,NA,9590461.212030083,NA,NA,NA,1478.6893231622041,2016-05-28 17:36:24.147099,28.6
1912,15436,9590489.718271084,NA,9590489.706179084,NA,9590489.692091085,9590489.682910085,9590489.756417084,NA,9590489.751909085,NA,NA,NA,1478.6879058678562,2016-05-28 17:36:52.687215,28.6
1912,15437,9590525.009266086,NA,NA,NA,9590524.983218085,9590524.973908085,9590525.047504086,NA,9590525.043105086,NA,NA,NA,1478.6866066678936,2016-05-28 17:37:27.978213,28.6
1912,15438,9590558.025748087,NA,NA,NA,9590557.999851087,9590557.990412086,9590558.063886087,NA,NA,NA,NA,NA,1478.6855436763763,2016-05-28 17:38:00.994717,28.6
1912,15439,9590621.421097087,NA,9590621.408921087,NA,9590621.395120088,NA,9590621.459241087,NA,9590621.454769086,NA,9590621.486293087,9590621.466582086,1478.6842444518375,2016-05-28 17:39:04.399425,28.6
1912,15440,9590681.378927087,NA,9590681.366820088,NA,9590681.352997087,9590681.343754087,9590681.416988088,NA,NA,NA,9590681.444136089,9590681.424294088,1478.6825908751707,2016-05-28 17:40:04.348059,28.6
1912,15441,9590714.731710091,NA,9590714.71957509,NA,9590714.70572809,9590714.69675809,9590714.769869091,NA,NA,NA,9590714.796383092,9590714.777023092,1478.6809372773146,2016-05-28 17:40:37.701063,28.6
1912,15442,9590780.711974094,NA,9590780.699994093,NA,9590780.686093092,9590780.676966092,9590780.750231093,NA,NA,NA,9590780.776471093,9590780.757276094,1478.6792836582688,2016-05-28 17:41:43.681271,28.6
1912,15443,NA,NA,9590816.796613092,NA,9590816.782819092,9590816.773261093,9590816.846921092,NA,NA,NA,9590816.87323909,9590816.854023091,1478.6777481361296,2016-05-28 17:42:19.777566,28.6
1912,15444,9590851.56256409,NA,9590851.55045009,NA,9590851.53674809,9590851.52746009,9590851.600805089,NA,9590851.59629909,NA,9590851.626996089,9590851.607761089,1478.676094475713,2016-05-28 17:42:54.531765,28.6
1912,15445,9590883.56614009,9590883.59363209,9590883.554122088,9590883.58506109,9590883.540281089,9590883.530867089,9590883.60428409,NA,NA,9590883.633183092,9590883.630633092,9590883.611382091,1478.6739683097546,2016-05-28 17:43:26.535172,28.6
1912,15446,9590967.371202093,9590967.397857092,9590967.358703092,9590967.388191093,9590967.344910093,9590967.335924093,9590967.409090092,NA,9590967.404416092,9590967.437947093,9590967.435253093,9590967.416057093,1478.6714877389081,2016-05-28 17:44:50.340229,28.6
1912,15447,9590996.62726309,NA,9590996.61521309,NA,9590996.601349091,9590996.591939092,9590996.66536109,NA,9590996.66079709,9590996.69436809,9590996.69167009,9590996.67255709,1478.6691252472372,2016-05-28 17:45:19.596244,28.6
1912,15448,9591070.322269091,NA,9591070.309929091,NA,9591070.29599809,9591070.286525091,9591070.36004209,NA,9591070.35559909,NA,9591070.38611509,9591070.36716409,1478.667117095007,2016-05-28 17:46:33.290830,28.6
1912,15449,9591105.916065091,NA,9591105.90375409,NA,NA,9591105.880422091,9591105.95402909,NA,9591105.94939609,9591105.98285109,9591105.98017909,9591105.96110809,1478.6652270405468,2016-05-28 17:47:08.884727,28.6
1912,15450,9591139.49024909,9591139.51853909,9591139.47810609,NA,9591139.46425509,9591139.45482409,9591139.528412089,NA,9591139.523788089,NA,9591139.55442709,9591139.535438089,1478.6632188270487,2016-05-28 17:47:42.459129,28.6
1912,15451,9591168.958112089,NA,9591168.945112089,NA,9591168.93119509,9591168.92183909,9591168.99538409,NA,NA,NA,9591169.02154609,9591169.00264109,1478.6613287160776,2016-05-28 17:48:11.926144,28.6
1912,15452,NA,NA,9591206.10311709,NA,NA,9591206.07973109,9591206.15337509,9591206.20485609,NA,NA,9591206.17952109,9591206.16049609,1478.659792980298,2016-05-28 17:48:49.084036,28.6
1912,15453,NA,NA,9591242.81732709,NA,9591242.80344309,9591242.79402509,9591242.86766509,NA,9591242.86327109,NA,9591242.89359209,9591242.87474809,1478.6582572257773,2016-05-28 17:49:25.798330,28.6
1912,15454,9591278.69831609,NA,9591278.68634809,NA,9591278.67237009,9591278.66292009,9591278.73665309,9591278.787747089,NA,NA,9591278.76255809,9591278.74359409,1478.6564851786236,2016-05-28 17:50:01.667225,28.6
1912,15455,9591312.89160509,NA,9591312.87969109,NA,9591312.86579909,9591312.856321089,9591312.93023709,NA,9591312.92526209,NA,9591312.95601109,9591312.93702909,1478.6545949684664,2016-05-28 17:50:35.860626,28.6
1912,15456,9591343.43107309,NA,9591343.41878409,NA,9591343.40483609,9591343.39543209,9591343.46951209,NA,9591343.46444609,NA,9591343.49513709,9591343.47613809,1478.652704730629,2016-05-28 17:51:06.399737,28.6
1912,15457,9591366.904802091,NA,9591366.892771091,NA,9591366.878989091,9591366.86936509,9591366.94367009,NA,9591366.93831109,NA,9591366.96911109,9591366.95009909,1478.6508144651104,2016-05-28 17:51:29.873670,28.6
1912,15458,9591392.170242092,NA,9591392.158434091,NA,9591392.144337092,9591392.134992091,9591392.208831092,NA,9591392.203979092,NA,NA,9591392.215673093,1478.6490423163175,2016-05-28 17:51:55.139297,28.6
1912,15459,9591420.786698094,NA,9591420.774651093,NA,9591420.760778094,9591420.751308093,NA,NA,9591420.820258094,NA,9591420.851010093,9591420.832070094,1478.6473882885748,2016-05-28 17:52:23.755613,28.6
1912,15460,9591456.171494095,NA,9591456.159479095,9591456.192201095,9591456.145505095,9591456.136105094,9591456.210689096,NA,9591456.205055095,NA,9591456.235772096,9591456.216912096,1478.645497944626,2016-05-28 17:52:59.140410,28.6
1912,15461,9591489.121175094,9591489.148044094,9591489.109139094,9591489.138506094,9591489.095237095,9591489.085910095,9591489.160470095,NA,9591489.154745094,9591489.188238095,9591489.185616095,9591489.166638095,1478.6431349757625,2016-05-28 17:53:32.090215,28.6
1912,15462,9591517.330430096,9591517.357254095,9591517.318363097,NA,9591517.304579096,9591517.295028096,NA,NA,9591517.364023095,NA,9591517.394724095,9591517.375832096,1478.6408901169907,2016-05-28 17:54:00.299333,28.6
1912,15463,9591551.777820095,9591551.804711094,9591551.765903095,9591551.796177095,9591551.751908096,9591551.742528096,9591551.816223094,NA,9591551.811417094,9591551.845485093,9591551.842279093,9591551.823169094,1478.6386452171275,2016-05-28 17:54:34.746833,28.6
1912,15464,9591582.923792092,9591582.95064309,9591582.911887093,9591582.940560091,9591582.897944093,9591582.888538092,9591582.962200092,NA,9591582.957502091,NA,9591582.988210093,9591582.969182093,1478.6361639681122,2016-05-28 17:55:05.892843,28.6
1912,15465,9591607.513127092,9591607.539826093,9591607.501159092,9591607.529762093,9591607.487294093,NA,9591607.551560095,NA,9591607.546770094,NA,9591607.577692095,9591607.558651095,1478.6339189874345,2016-05-28 17:55:30.491599,28.6
1912,15466,9591634.774077093,9591634.800729092,9591634.761996094,9591634.790497093,9591634.748138094,9591634.738687094,9591634.812427092,NA,9591634.807544092,NA,9591634.838394092,9591634.819438092,1478.631527900625,2016-05-28 17:55:57.742992,28.6
1912,15467,9591694.904208092,9591694.930977091,9591694.892193092,9591694.920536092,9591694.878414093,9591694.869012093,NA,NA,9591694.937809091,NA,9591694.96873909,9591694.94965109,1478.6294387342973,2016-05-28 17:56:57.873317,28.6
1912,15468,9591727.97619009,9591728.00302409,9591727.96415209,9591727.99244209,9591727.95034709,9591727.94061709,9591728.01475609,NA,9591728.00969909,NA,9591728.04048409,9591728.021478089,1478.6273495335704,2016-05-28 17:57:30.944922,28.6
1912,15469,NA,NA,NA,NA,NA,NA,NA,NA,9591756.255977089,NA,NA,NA,1478.6261399825728,2016-05-28 17:57:59.260282,28.6
1912,15470,9591790.893537091,9591790.920192093,9591790.88151109,9591790.909816092,9591790.86751709,9591790.85803409,NA,NA,NA,NA,9591790.957749093,9591790.938709093,1478.6251503392625,2016-05-28 17:58:33.862339,28.6
1912,15471,9591822.582212092,9591822.609229092,9591822.570189092,9591822.598705092,9591822.556352092,9591822.546742093,9591822.62138809,NA,9591822.615758091,NA,9591822.646584092,9591822.627627091,1478.623171031291,2016-05-28 17:59:05.551047,28.6
1912,15472,9591848.324653093,9591848.351220094,9591848.312545093,9591848.340822093,9591848.298599092,9591848.289068092,9591848.363151094,NA,9591848.358129093,NA,9591848.388975093,9591848.369904093,1478.6209717652487,2016-05-28 17:59:31.293373,28.6
1912,15473,9591878.033817092,9591878.060542094,9591878.021648092,9591878.050088093,9591878.007738093,NA,9591878.072124094,NA,9591878.067211093,NA,NA,9591878.079107095,1478.6189923943448,2016-05-28 18:00:01.012043,28.6
1912,15474,9591899.807337094,9591899.833904093,9591899.795058094,9591899.823455093,9591899.781194095,9591899.771718094,9591899.845877094,NA,9591899.840670094,NA,NA,9591899.852557095,1478.617122959834,2016-05-28 18:00:22.776023,28.6
1912,15475,9591921.651057092,NA,9591921.638866093,9591921.667324092,9591921.624949094,9591921.615754094,NA,NA,9591921.684530092,NA,NA,9591921.696407093,1478.6153634680843,2016-05-28 18:00:44.620059,28.6
1912,15476,9591943.563077092,NA,9591943.551174093,9591943.579493092,9591943.537203092,9591943.527791092,NA,NA,9591943.596690092,NA,NA,9591943.609357093,1478.6138238926994,2016-05-28 18:01:06.532096,28.6
1912,15477,9591965.602899095,NA,9591965.590780094,9591965.619564096,9591965.576958094,9591965.567527093,NA,NA,9591965.636450095,NA,NA,NA,1478.612394270751,2016-05-28 18:01:28.571832,28.6
1912,15478,9591987.802621096,NA,9591987.790283097,NA,9591987.776413096,9591987.767162096,NA,NA,9591987.836011097,NA,NA,NA,1478.6111845782793,2016-05-28 18:01:50.771467,28.6
1912,15479,9592010.555847097,NA,9592010.543780098,NA,9592010.529765097,9592010.520296097,NA,NA,9592010.589173097,NA,NA,NA,1478.6100848478604,2016-05-28 18:02:13.524601,28.6
1912,15480,9592034.489578098,NA,9592034.477260098,NA,9592034.463517098,9592034.454027098,NA,NA,9592034.522939097,NA,NA,NA,1478.6089851080758,2016-05-28 18:02:37.458332,28.6
1912,15481,9592091.716794098,NA,9592091.705197098,NA,9592091.690799098,9592091.681361098,NA,NA,9592091.750196097,NA,NA,NA,1478.6078853589258,2016-05-28 18:03:34.685666,28.6
1912,15482,9592116.087327098,NA,9592116.075971099,NA,9592116.061249098,9592116.051790098,NA,NA,9592116.120662099,NA,NA,NA,1478.6067856004101,2016-05-28 18:03:59.056095,28.6
1912,15483,9592143.245777097,NA,9592143.233409097,NA,9592143.219693098,9592143.210212098,NA,NA,9592143.279037097,NA,NA,NA,1478.6056858325287,2016-05-28 18:04:26.214517,28.6
1912,15484,9592175.972857099,NA,9592175.960772099,NA,9592175.946926098,NA,NA,NA,9592176.0065261,NA,NA,NA,1478.6046960335682,2016-05-28 18:04:58.951231,28.6
1912,15485,9592238.2167001,NA,9592238.2046421,9592238.2338161,9592238.1907981,9592238.1811351,NA,NA,9592238.250196101,NA,NA,NA,1478.6035962475798,2016-05-28 18:06:01.185440,28.6
1912,15486,9592269.275372101,9592269.316657102,9592269.263327101,NA,9592269.2494351,9592269.2399451,NA,NA,NA,NA,NA,9592269.321192103,1478.6022764924048,2016-05-28 18:06:32.244250,28.6
1912,15487,9592293.944707103,9592293.986041103,9592293.932698103,NA,9592293.918784102,9592293.909474103,NA,NA,NA,NA,NA,9592293.990362102,1478.6009567237434,2016-05-28 18:06:56.913779,28.6
1912,15488,9592321.708960101,NA,9592321.6969271,NA,9592321.683126101,9592321.673493102,NA,NA,NA,NA,NA,9592321.755952101,1478.5997469241277,2016-05-28 18:07:24.677798,28.6
1912,15489,NA,NA,NA,NA,NA,9592385.897507101,NA,NA,NA,NA,NA,NA,1478.599087028932,2016-05-28 18:08:28.901812,28.6
1912,15490,9592409.1405411,NA,9592409.128460102,NA,9592409.114547102,9592409.105140101,9592409.1793271,NA,9592409.1740651,NA,NA,9592409.1859521,1478.5982071621777,2016-05-28 18:08:52.109445,28.6
1912,15491,9592433.938978102,9592433.966284102,9592433.927029101,NA,9592433.913196102,9592433.903767101,NA,NA,9592433.972533101,9592434.0059491,NA,9592433.984423101,1478.5965573970275,2016-05-28 18:09:16.908072,28.6
1912,15492,9592461.960732102,9592461.987692103,9592461.948955102,NA,9592461.934838101,9592461.925387101,9592461.999056103,NA,9592461.994310103,9592462.027469102,9592462.025318103,9592462.006315103,1478.5945776507483,2016-05-28 18:09:44.929692,28.6
1912,15493,9592496.508223101,NA,9592496.496294102,NA,9592496.482267102,9592496.472886102,9592496.546441102,NA,9592496.541704101,NA,9592496.572775101,9592496.553652102,1478.5925978752466,2016-05-28 18:10:19.477191,28.6
1912,15494,9592528.014696103,9592528.041484103,9592528.003073102,NA,9592527.988903102,9592527.979594102,9592528.053119102,NA,9592528.048290102,NA,9592528.079207104,9592528.060069103,1478.5907280586111,2016-05-28 18:10:50.983899,28.6
1912,15495,9592553.399036106,9592553.425774107,9592553.387234105,9592553.416291106,9592553.373151105,9592553.363921104,9592553.437481107,NA,9592553.432660107,NA,9592553.463496106,9592553.444442106,1478.5886382315143,2016-05-28 18:11:16.368226,28.6
1912,15496,9592582.366095107,9592582.392889107,9592582.354148107,9592582.383347107,9592582.340291107,9592582.330937106,9592582.404352108,NA,9592582.399639107,NA,NA,9592582.411441108,1478.5865483711975,2016-05-28 18:11:45.335242,28.6
1912,15497,9592618.53779511,9592618.56445911,9592618.52616511,NA,9592618.511817109,9592618.502432108,9592618.57594111,NA,9592618.57123911,NA,9592618.60227811,9592618.58318911,1478.5845684720562,2016-05-28 18:12:21.506737,28.6
1912,15498,9592653.22668511,9592653.25341711,9592653.21470211,9592653.24441811,9592653.200845111,9592653.19153111,9592653.26502611,9592653.315936109,9592653.26033411,9592653.29361311,9592653.29123411,9592653.272128109,1478.582258550384,2016-05-28 18:12:56.195836,28.6
1912,15499,9592684.999861108,9592685.026554108,9592684.987878108,NA,9592684.973980108,9592684.964639109,9592685.038504109,9592685.089152109,9592685.033421108,NA,NA,9592685.04534611,1478.5799485893706,2016-05-28 18:13:27.968944,28.6
1912,15500,9592741.09796911,9592741.12457211,9592741.086029109,NA,9592741.072164109,9592741.06267711,9592741.136142109,NA,9592741.13157411,NA,9592741.162485108,9592741.143431108,1478.5779685890661,2016-05-28 18:14:24.066982,28.6
1912,15501,9592763.755294109,9592763.782041108,9592763.74332711,NA,9592763.729418108,9592763.720111107,9592763.793697108,NA,9592763.788936108,NA,9592763.819853108,9592763.800786108,1478.5759885584116,2016-05-28 18:14:46.724416,28.6
1912,15502,9592787.470725108,9592787.497418107,9592787.458710108,NA,9592787.444870109,9592787.435342109,9592787.509155106,NA,9592787.504301107,NA,9592787.535229106,9592787.516149106,1478.5740084974072,2016-05-28 18:15:10.439647,28.6
1912,15503,9592813.001566106,9592813.028108107,9592812.989470106,NA,9592812.975617105,9592812.966068106,9592813.039718106,NA,9592813.035171106,NA,9592813.065918107,9592813.046824107,1478.5720284060524,2016-05-28 18:15:35.970373,28.6
1912,15504,9592842.056225106,9592842.082824105,9592842.044281106,9592842.075139105,NA,9592842.020783106,9592842.094589105,NA,9592842.089851106,NA,9592842.120733105,9592842.101624105,1478.5700482843465,2016-05-28 18:16:05.025088,28.6
1912,15505,9592878.380925104,9592878.407495104,9592878.368897105,NA,9592878.354982104,9592878.345478104,9592878.419479104,NA,9592878.414450103,9592878.448083105,9592878.445402104,9592878.426173104,1478.5679581226557,2016-05-28 18:16:41.349783,28.6
1912,15506,9592913.322818102,9592913.349455101,9592913.310830103,9592913.340115102,9592913.296911104,9592913.287376104,9592913.360965103,NA,9592913.356446102,NA,9592913.387261102,9592913.368213102,1478.565757916233,2016-05-28 18:17:16.291681,28.6
1912,15507,9592972.451944103,9592972.478596104,9592972.439941103,NA,9592972.426089102,9592972.416605102,9592972.490210105,9592972.540894104,9592972.485608105,NA,9592972.516299104,9592972.497319104,1478.5635576723384,2016-05-28 18:18:15.420910,28.6
1912,15508,9593004.466120103,9593004.493034104,9593004.454114104,NA,9593004.440324103,9593004.430712104,9593004.504788104,NA,9593004.499796104,NA,9593004.530936105,9593004.511738105,1478.561467406227,2016-05-28 18:18:47.435017,28.6
1912,15509,9593030.832565105,NA,9593030.820462104,NA,9593030.806669105,9593030.797136106,NA,NA,NA,NA,9593030.897130104,NA,1478.5599271891604,2016-05-28 18:19:13.801441,28.6
1912,15510,9593061.797036104,NA,9593061.785049103,NA,9593061.771305103,9593061.761546103,NA,NA,9593061.830853105,NA,NA,NA,1478.5588270222468,2016-05-28 18:19:44.765851,28.6
1912,15511,9593086.139169104,NA,9593086.127124105,NA,9593086.113356104,9593086.103775105,NA,NA,9593086.172819104,NA,9593086.203640105,9593086.184798105,1478.5575068092091,2016-05-28 18:20:09.108080,28.6
1912,15512,9593113.061317105,9593113.088543104,9593113.049264105,NA,9593113.035500105,9593113.025997106,9593113.099655103,NA,9593113.094993103,NA,9593113.125740103,9593113.106683103,1478.5557465041745,2016-05-28 18:20:36.030302,28.6
1912,15513,9593145.143295102,9593145.170182101,9593145.131336102,NA,9593145.117535103,9593145.108103104,NA,NA,9593145.177181102,NA,9593145.207777103,9593145.188804103,1478.5538761545931,2016-05-28 18:21:08.112408,28.6
1912,15514,9593171.704241103,9593171.731080102,9593171.692282103,NA,9593171.678379104,9593171.668927103,9593171.781999104,NA,9593171.737853102,NA,9593171.768774103,9593171.749686103,1478.5520057774058,2016-05-28 18:21:34.673232,28.6
1912,15515,9593203.060313102,NA,9593203.048363103,NA,9593203.034515103,9593203.025035104,9593203.138276102,NA,9593203.093939101,NA,9593203.124906102,9593203.105701102,1478.5501353736743,2016-05-28 18:22:06.029340,28.6
1912,15516,9593228.131352102,NA,9593228.119329102,NA,9593228.105464103,9593228.095963102,NA,NA,9593228.165008102,NA,9593228.195793102,9593228.176773101,1478.5484849949555,2016-05-28 18:22:31.100268,28.6
1912,15517,9593256.5661081,NA,9593256.5541491,NA,9593256.5404051,9593256.530880101,9593256.643906102,NA,9593256.5997861,NA,9593256.630603101,9593256.6115681,1478.5468345946888,2016-05-28 18:22:59.535185,28.6
1912,15518,9593291.606201101,NA,9593291.594282102,NA,9593291.580434103,9593291.570879102,9593291.683292102,NA,9593291.6401831,NA,9593291.670762101,9593291.6516091,1478.5450741447528,2016-05-28 18:23:34.575184,28.6
1912,15519,9593324.054780101,NA,9593324.042648101,NA,9593324.028866101,9593324.019285101,NA,NA,NA,NA,9593324.119002102,9593324.100031102,1478.543533731821,2016-05-28 18:24:07.023590,28.6
