groups_pas,groups_obs,ST07,ST08,ST09,ST10,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST18-2,soundspeed,synced_time,mean_BI
271,1094,1937907.9913620043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.0937467537588,2016-03-01 03:53:50.995667,28.6
271,1095,NA,NA,NA,NA,NA,1937940.9676840042,NA,NA,NA,NA,NA,NA,1431.0925390578923,2016-03-01 03:54:23.971989,28.6
271,1096,NA,NA,NA,NA,1937969.7343200042,NA,NA,NA,NA,NA,NA,NA,1431.0913313544197,2016-03-01 03:54:52.738625,28.6
271,1097,NA,NA,NA,NA,1938073.3779300041,NA,NA,NA,NA,NA,NA,NA,1431.0892160984974,2016-03-01 03:56:36.382235,28.6
271,1098,1938135.673509004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.0883085493595,2016-03-01 03:57:38.677814,28.6
271,1099,1938192.778420004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.0874009959266,2016-03-01 03:58:35.782725,28.6
271,1100,1938222.501984004,NA,NA,NA,1938222.475700004,NA,NA,NA,NA,NA,NA,NA,1431.0860396571861,2016-03-01 03:59:05.480005,28.6
271,1101,1938245.0027060038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.0846783098557,2016-03-01 03:59:28.007011,28.6
271,1102,1938268.5382350038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.083770739242,2016-03-01 03:59:51.542540,28.6
271,1103,1938294.243576004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.0828631643333,2016-03-01 04:00:17.247881,28.6
271,1104,NA,NA,NA,NA,1938324.060212004,NA,NA,NA,NA,NA,NA,NA,1431.081955585129,2016-03-01 04:00:47.064517,28.6
271,1105,1938346.754063004,NA,NA,NA,NA,1938346.716998004,NA,NA,NA,NA,NA,NA,1431.0805942077327,2016-03-01 04:01:09.721303,28.6
271,1106,1938370.595194004,NA,NA,NA,1938370.568472004,1938370.557587004,NA,NA,NA,NA,NA,NA,1431.0783252239291,2016-03-01 04:01:33.561892,28.6
271,1107,1938396.954538004,NA,NA,NA,1938396.928049004,1938396.917164004,NA,NA,NA,NA,NA,NA,1431.0756024090033,2016-03-01 04:01:59.921469,28.6
271,1108,1938454.704154004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.0737871790081,2016-03-01 04:02:57.708459,28.6
271,1109,1938485.446721004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.0728795568516,2016-03-01 04:03:28.451026,28.6
271,1110,1938509.613453004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.0719719304,2016-03-01 04:03:52.617758,28.6
271,1111,1938536.351400004,NA,NA,NA,1938536.325328004,NA,NA,NA,NA,NA,NA,NA,1431.0706104821318,2016-03-01 04:04:19.329633,28.6
271,1112,1938568.690478004,NA,1938568.698723004,NA,1938568.664300004,NA,NA,NA,NA,NA,NA,NA,1431.068341380208,2016-03-01 04:04:51.668605,28.6
271,1113,1938596.164728004,NA,NA,NA,NA,1938596.127238004,NA,NA,NA,NA,NA,NA,1431.066072253228,2016-03-01 04:05:19.131543,28.6
271,1114,1938629.635711004,NA,NA,NA,1938629.609847004,NA,NA,NA,NA,NA,NA,NA,1431.0642569315983,2016-03-01 04:05:52.614152,28.6
271,1115,1938659.255672004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.062895429638,2016-03-01 04:06:22.259977,28.6
271,1116,1938727.4598460041,1938727.4850410041,NA,NA,1938727.434063004,NA,NA,NA,NA,NA,NA,NA,1431.0610800765087,2016-03-01 04:07:30.438368,28.6
271,1117,1938753.225486004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.0592647090614,2016-03-01 04:07:56.229791,28.6
271,1118,1938783.656053004,NA,NA,NA,1938783.6299140041,NA,NA,NA,NA,NA,NA,NA,1431.0579031705893,2016-03-01 04:08:26.634219,28.6
271,1119,1938807.1962820042,NA,NA,NA,1938807.1701930042,NA,NA,NA,NA,NA,NA,NA,1431.0560877716412,2016-03-01 04:08:50.174498,28.6
271,1120,NA,NA,NA,NA,1938832.8948720042,NA,NA,NA,NA,NA,NA,NA,1431.0547262116916,2016-03-01 04:09:15.899177,28.6
271,1121,NA,NA,NA,NA,1938862.8742460043,NA,NA,NA,NA,NA,NA,NA,1431.0538184993306,2016-03-01 04:09:45.878551,28.6
271,1122,1938885.592110004,NA,NA,NA,1938885.5662260042,NA,NA,NA,NA,NA,NA,NA,1431.0524569221984,2016-03-01 04:10:08.570531,28.6
271,1123,1938909.5005420041,NA,NA,NA,1938909.4747050041,NA,NA,NA,NA,NA,NA,NA,1431.0506414717038,2016-03-01 04:10:32.479010,28.6
271,1124,1938935.901886004,NA,NA,NA,1938935.875783004,1938935.8643590042,NA,NA,NA,NA,NA,NA,1431.0483721335274,2016-03-01 04:10:58.868664,28.6
271,1125,1938967.252458004,NA,NA,NA,NA,1938967.214713004,NA,NA,NA,NA,NA,NA,1431.0461027702927,2016-03-01 04:11:30.219018,28.6
271,1126,NA,NA,NA,NA,1938992.686333004,1938992.675095004,NA,NA,NA,NA,NA,NA,1431.0442872596586,2016-03-01 04:11:55.679400,28.6
271,1127,1939065.8866970039,NA,NA,NA,NA,1939065.8486550038,NA,NA,NA,NA,NA,NA,1431.0424717318417,2016-03-01 04:13:08.852960,28.6
271,1128,NA,NA,NA,NA,NA,1939112.135540004,NA,NA,NA,NA,NA,NA,1431.0411100752397,2016-03-01 04:13:55.139845,28.6
271,1129,1939138.208793004,NA,NA,NA,1939138.182408004,1939138.170719004,NA,NA,NA,NA,NA,NA,1431.0392945159201,2016-03-01 04:14:21.175024,28.6
271,1130,1939168.734360004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.0374789422815,2016-03-01 04:14:51.738665,28.6
271,1131,1939251.510013004,NA,NA,NA,1939251.4836090042,NA,NA,NA,NA,NA,NA,NA,1431.0361172491653,2016-03-01 04:16:14.487914,28.6
271,1132,NA,NA,NA,NA,1939278.4205860042,1939278.4093670042,NA,NA,NA,NA,NA,NA,1431.0343016440238,2016-03-01 04:16:41.413672,28.6
271,1133,NA,NA,NA,NA,1939310.9198580042,NA,NA,NA,NA,NA,NA,NA,1431.032939929428,2016-03-01 04:17:13.924163,28.6
271,1134,1939338.9663910042,NA,NA,NA,NA,1939338.927885004,NA,NA,NA,NA,NA,NA,1431.0315782040925,2016-03-01 04:17:41.932190,28.6
271,1135,1939373.9667830043,NA,NA,NA,1939373.9398040043,1939373.9281230043,NA,NA,NA,NA,NA,NA,1431.0293086403874,2016-03-01 04:18:16.932428,28.6
271,1136,NA,NA,NA,NA,1939406.8714750044,1939406.8595690043,NA,NA,NA,NA,NA,NA,1431.0270390516225,2016-03-01 04:18:49.863874,28.6
271,1137,1939435.8131210043,NA,NA,NA,1939435.7863500044,1939435.7744360045,NA,NA,NA,NA,NA,NA,1431.0247694342177,2016-03-01 04:19:18.778741,28.6
271,1138,NA,NA,NA,NA,1939508.9889870044,1939508.9769960043,NA,NA,NA,NA,NA,NA,1431.022499791753,2016-03-01 04:20:31.981301,28.6
271,1139,NA,NA,NA,NA,1939544.9414560043,1939544.9297280044,NA,NA,NA,NA,NA,NA,1431.020684057733,2016-03-01 04:21:07.934033,28.6
271,1140,1939579.9518090042,NA,NA,NA,1939579.9258260042,1939579.9134650042,NA,NA,NA,NA,NA,NA,1431.0184143651475,2016-03-01 04:21:42.917770,28.6
271,1141,1939641.897548004,NA,NA,NA,1939641.8707720041,1939641.859177004,NA,NA,NA,NA,NA,NA,1431.0156906996763,2016-03-01 04:22:44.863482,28.6
271,1142,NA,NA,NA,NA,1939751.4620780041,1939751.450568004,NA,NA,NA,NA,NA,NA,1431.0134209498092,2016-03-01 04:24:34.454873,28.6
271,1143,NA,NA,1939821.1291000042,NA,1939821.0953180043,NA,NA,NA,NA,NA,NA,NA,1431.011605129867,2016-03-01 04:25:44.099623,28.6
271,1144,1939852.2729990042,1939852.2978210042,1939852.2812240042,NA,1939852.2465910043,NA,NA,NA,NA,NA,NA,NA,1431.0088813655836,2016-03-01 04:26:15.250896,28.6
271,1145,NA,1939877.4442090043,NA,NA,1939877.3921690043,1939877.3808820043,NA,NA,NA,NA,NA,NA,1431.005703595476,2016-03-01 04:26:40.385187,28.6
271,1146,1939906.4577960044,1939906.4826250044,NA,NA,1939906.4312450043,1939906.4200470042,NA,NA,NA,NA,NA,NA,1431.0025257702328,2016-03-01 04:27:09.424352,28.6
271,1147,1939943.3079970046,NA,NA,NA,1939943.2815120046,1939943.2702770045,NA,NA,NA,NA,NA,NA,1430.9993478948654,2016-03-01 04:27:46.274582,28.6
271,1148,1940015.8437940045,NA,NA,NA,1940015.8175500047,1940015.8319390046,NA,NA,NA,NA,NA,NA,1430.99662395873,2016-03-01 04:28:58.821855,28.6
320,1395,2184367.0493010087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.9329568158473,2016-03-04 00:21:30.053606,28.6
320,1396,2184396.5466620084,NA,NA,NA,2184396.5208800086,NA,NA,NA,NA,NA,NA,NA,1431.931006395781,2016-03-04 00:21:59.525185,28.6
320,1397,2184463.2720270082,NA,NA,NA,2184463.245419008,2184463.234167008,NA,NA,NA,NA,NA,NA,1431.9277556513227,2016-03-04 00:23:06.238472,28.6
320,1398,NA,NA,NA,NA,2184487.605497008,2184487.5943540083,NA,NA,NA,NA,NA,NA,1431.9245048551263,2016-03-04 00:23:30.598659,28.6
320,1399,NA,NA,NA,NA,NA,2184514.8515290082,NA,NA,NA,NA,NA,NA,1431.9225543508,2016-03-04 00:23:57.855834,28.6
320,1400,NA,NA,NA,NA,NA,2184548.0021770084,NA,NA,NA,NA,NA,NA,1431.9212540027565,2016-03-04 00:24:31.006482,28.6
320,1401,NA,NA,NA,NA,2184577.0699150083,NA,NA,NA,NA,NA,NA,NA,1431.9199536458434,2016-03-04 00:25:00.074220,28.6
320,1402,2184685.1003380083,NA,NA,NA,2184685.0738160084,2184685.0626450083,NA,NA,NA,NA,NA,NA,1431.9173529024513,2016-03-04 00:26:48.066950,28.6
320,1403,2184718.254719008,NA,NA,NA,2184718.2283850084,2184718.2176920082,NA,NA,NA,NA,NA,NA,1431.9134517252744,2016-03-04 00:27:21.221997,28.6
320,1404,NA,NA,NA,NA,2184747.3340590084,NA,NA,NA,NA,NA,NA,NA,1431.9108508990976,2016-03-04 00:27:50.338364,28.6
320,1405,2184857.8331800085,NA,NA,NA,2184857.8066580086,NA,NA,NA,NA,NA,NA,NA,1431.9089002528551,2016-03-04 00:29:40.810963,28.6
320,1406,2184893.8893770087,NA,NA,NA,2184893.8623250085,NA,NA,NA,NA,NA,NA,NA,1431.9062993616317,2016-03-04 00:30:16.866630,28.6
320,1407,2184961.4413470086,NA,NA,NA,2184961.4144630088,NA,NA,NA,NA,NA,NA,NA,1431.903698434928,2016-03-04 00:31:24.418768,28.6
320,1408,NA,NA,NA,NA,2184989.636337009,NA,NA,NA,NA,NA,NA,NA,1431.901747717725,2016-03-04 00:31:52.640642,28.6
320,1409,NA,NA,NA,NA,2185024.9126050086,NA,NA,NA,NA,NA,NA,NA,1431.9004472277627,2016-03-04 00:32:27.916910,28.6
320,1410,NA,NA,NA,NA,NA,2185058.4785250085,NA,NA,NA,NA,NA,NA,1431.8991467289302,2016-03-04 00:33:01.482830,28.6
320,1411,2185137.5106070084,NA,2185137.5174750085,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8971959629407,2016-03-04 00:34:20.514912,28.6
320,1412,NA,NA,2185189.2358490084,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8952451792106,2016-03-04 00:35:12.240154,28.6
320,1413,2185212.2019160087,NA,2185212.2094710087,NA,2185212.1758340085,NA,NA,NA,NA,NA,NA,NA,1431.8926440987552,2016-03-04 00:35:35.180139,28.6
320,1414,2185236.9152510087,NA,2185236.9229720086,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8893927038334,2016-03-04 00:35:59.919556,28.6
320,1415,NA,NA,2185265.022932009,NA,2185264.9887860087,NA,NA,NA,NA,NA,NA,NA,1431.8867915465003,2016-03-04 00:36:27.993091,28.6
320,1416,NA,NA,NA,NA,2185361.5492970087,NA,NA,NA,NA,NA,NA,NA,1431.8848406563238,2016-03-04 00:38:04.553602,28.6
320,1417,2185432.7810200085,NA,NA,NA,NA,NA,2185432.8555100085,NA,NA,NA,NA,NA,1431.8828897439703,2016-03-04 00:39:15.785325,28.6
320,1418,2185465.7829000084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8809388138752,2016-03-04 00:39:48.787205,28.6
320,1419,2185567.1013520085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8796381819843,2016-03-04 00:41:30.105657,28.6
320,1420,NA,NA,NA,NA,NA,2185658.7632590085,NA,NA,NA,NA,NA,NA,1431.8783375412222,2016-03-04 00:43:01.767564,28.6
320,1421,2185689.0860190084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8770368915893,2016-03-04 00:43:32.090324,28.6
320,1422,NA,NA,NA,NA,NA,NA,2185712.6353370086,NA,NA,NA,NA,NA,1431.8757362330855,2016-03-04 00:43:55.639642,28.6
320,1423,NA,NA,NA,NA,2185815.244583009,NA,NA,NA,NA,NA,NA,NA,1431.8744355657107,2016-03-04 00:45:38.248888,28.6
320,1424,NA,NA,NA,NA,2185842.6854580087,NA,NA,NA,NA,NA,NA,NA,1431.8731348894646,2016-03-04 00:46:05.689763,28.6
320,1425,2185876.3482420086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8718342043474,2016-03-04 00:46:39.352547,28.6
320,1426,NA,NA,2185929.7261840086,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8705335103596,2016-03-04 00:47:32.730489,28.6
320,1427,NA,NA,NA,NA,NA,2185983.8534620088,NA,NA,NA,NA,NA,NA,1431.8692328075006,2016-03-04 00:48:26.857767,28.6
320,1428,2186057.1978290086,NA,NA,NA,2186057.171561009,2186057.160323009,NA,NA,NA,NA,NA,NA,1431.8666313722113,2016-03-04 00:49:40.164628,28.6
320,1429,2186093.2428260087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8640299073509,2016-03-04 00:50:16.247131,28.6
320,1430,2186161.5230980087,NA,NA,NA,2186161.496766009,NA,NA,NA,NA,NA,NA,NA,1431.8620787820919,2016-03-04 00:51:24.501071,28.6
320,1431,NA,NA,NA,NA,2186259.265877009,NA,NA,NA,NA,NA,NA,NA,1431.8601276390896,2016-03-04 00:53:02.270182,28.6
320,1432,NA,NA,2186345.2861530087,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8588268652595,2016-03-04 00:54:28.290458,28.6
320,1433,2186408.087444009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8560724947192,2016-03-04 00:55:31.091749,28.6
320,1434,2186429.9323630086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8546188958023,2016-03-04 00:55:52.936668,28.6
320,1435,2186476.0935160085,NA,NA,NA,NA,NA,2186476.1682040086,NA,NA,NA,NA,NA,1431.85243847527,2016-03-04 00:56:39.097821,28.6
320,1436,NA,NA,NA,NA,2186502.195655009,NA,NA,NA,NA,NA,NA,NA,1431.8502580325808,2016-03-04 00:57:05.199960,28.6
320,1437,2186533.376527009,NA,NA,NA,2186533.350527009,NA,NA,NA,NA,NA,NA,NA,1431.848077562196,2016-03-04 00:57:36.354832,28.6
320,1438,2186623.009718009,NA,NA,NA,2186622.983744009,NA,NA,NA,NA,NA,NA,NA,1431.8451702314212,2016-03-04 00:59:05.988049,28.6
320,1439,2186657.8575070086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8429897056435,2016-03-04 00:59:40.861812,28.6
320,1440,NA,NA,NA,NA,NA,2186717.5262790085,NA,NA,NA,NA,NA,NA,1431.8415360070205,2016-03-04 01:00:40.530584,28.6
320,1441,2186751.2725170087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8400822973183,2016-03-04 01:01:14.276822,28.6
320,1442,2186781.312181009,NA,NA,NA,2186781.286500009,NA,NA,NA,NA,NA,NA,NA,1431.8379017106076,2016-03-04 01:01:44.290805,28.6
320,1443,2186804.416208009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8357211017392,2016-03-04 01:02:07.420513,28.6
320,1444,2186857.167095009,NA,NA,NA,2186857.142031009,NA,NA,NA,NA,NA,NA,NA,1431.8335404651739,2016-03-04 01:03:00.146336,28.6
326,1463,NA,NA,NA,NA,NA,2188763.018246009,NA,NA,NA,NA,NA,NA,1431.8037359540197,2016-03-04 01:34:46.022551,28.6
326,1464,NA,NA,NA,NA,NA,2188791.563615009,NA,NA,NA,NA,NA,NA,1431.802281956251,2016-03-04 01:35:14.567920,28.6
326,1465,2188827.483351009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.8008279474027,2016-03-04 01:35:50.487656,28.6
326,1466,2188862.135640009,NA,NA,NA,2188862.110506009,NA,NA,NA,NA,NA,NA,NA,1431.7986469119692,2016-03-04 01:36:25.114811,28.6
326,1467,NA,NA,2188921.4060690086,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7964658543751,2016-03-04 01:37:24.410374,28.6
326,1468,2189019.5426000087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.795011801205,2016-03-04 01:39:02.546905,28.6
326,1469,NA,NA,NA,NA,2189055.113830009,2189055.102099009,NA,NA,NA,NA,NA,NA,1431.7928306992894,2016-03-04 01:39:38.106404,28.6
326,1470,2189089.387882009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7906495752122,2016-03-04 01:40:12.392187,28.6
326,1471,NA,NA,NA,NA,2189177.459619009,NA,NA,NA,NA,NA,NA,NA,1431.7891954777199,2016-03-04 01:41:40.463924,28.6
326,1472,2189201.917995009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.787741369147,2016-03-04 01:42:04.922300,28.6
326,1473,2189229.654947009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7862872494934,2016-03-04 01:42:32.659252,28.6
326,1474,2189322.321153009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7848331187588,2016-03-04 01:44:05.325458,28.6
326,1475,2189354.3179280087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7833789769431,2016-03-04 01:44:37.322233,28.6
326,1476,2189415.3280600086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7819248240469,2016-03-04 01:45:38.332365,28.6
326,1477,2189444.6035210085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7804706600698,2016-03-04 01:46:07.607826,28.6
326,1478,2189480.7502170084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7790164850114,2016-03-04 01:46:43.754522,28.6
326,1479,2189549.838495008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.777562298872,2016-03-04 01:47:52.842800,28.6
326,1480,2189580.899565008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.776108101651,2016-03-04 01:48:23.903870,28.6
326,1481,2189605.392998008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7746538933498,2016-03-04 01:48:48.397303,28.6
326,1482,2189632.014743008,NA,NA,NA,2189631.9883060083,NA,NA,NA,NA,NA,NA,NA,1431.7724725587343,2016-03-04 01:49:14.992611,28.6
326,1483,NA,NA,NA,NA,2189691.362252008,NA,NA,NA,NA,NA,NA,NA,1431.7702912019565,2016-03-04 01:50:14.366557,28.6
326,1484,NA,NA,NA,NA,2189725.264322008,NA,NA,NA,NA,NA,NA,NA,1431.7688369493292,2016-03-04 01:50:48.268627,28.6
326,1485,2189754.932714008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7673826856208,2016-03-04 01:51:17.937019,28.6
326,1486,NA,NA,NA,NA,2189777.2283740076,NA,NA,NA,NA,NA,NA,NA,1431.7659284108306,2016-03-04 01:51:40.232679,28.6
326,1487,2189800.7518640077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7644741249587,2016-03-04 01:52:03.756169,28.6
326,1488,NA,NA,2189826.6338110077,NA,2189826.6000290075,NA,NA,NA,NA,NA,NA,NA,1431.7622926739878,2016-03-04 01:52:29.604334,28.6
326,1489,2189909.224957008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7601112008535,2016-03-04 01:53:52.229262,28.6
326,1490,2189943.2414430077,NA,NA,NA,2189943.215324008,NA,NA,NA,NA,NA,NA,NA,1431.7579297000148,2016-03-04 01:54:26.219629,28.6
326,1491,2189974.015510008,NA,2189974.0229280083,NA,2189973.989196008,2189973.977858008,NA,NA,NA,NA,NA,NA,1431.7535666207632,2016-03-04 01:54:56.982163,28.6
326,1492,2189998.5085440087,NA,NA,NA,NA,2189998.4708460085,NA,NA,NA,NA,NA,NA,1431.7485268366777,2016-03-04 01:55:21.475151,28.6
326,1493,NA,NA,NA,NA,2190061.1422180086,NA,NA,NA,NA,NA,NA,NA,1431.7471230074364,2016-03-04 01:56:24.146523,28.6
326,1494,2190093.5997630088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.746187115157,2016-03-04 01:56:56.604068,28.6
326,1495,NA,NA,NA,NA,2190155.9791310085,2190155.9677190087,NA,NA,NA,NA,NA,NA,1431.7447832675603,2016-03-04 01:57:58.972024,28.6
326,1496,2190188.0747790085,NA,NA,NA,2190188.0487020086,NA,NA,NA,NA,NA,NA,NA,1431.7429114554689,2016-03-04 01:58:31.053007,28.6
326,1497,2190215.1832270087,NA,NA,NA,2190215.1568780085,NA,NA,NA,NA,NA,NA,NA,1431.7410396250216,2016-03-04 01:58:58.161183,28.6
326,1498,NA,NA,NA,NA,2190248.2255480085,NA,NA,NA,NA,NA,NA,NA,1431.7396357407142,2016-03-04 01:59:31.229853,28.6
326,1499,NA,NA,NA,NA,2190298.7584020086,NA,NA,NA,NA,NA,NA,NA,1431.738699811724,2016-03-04 02:00:21.762707,28.6
326,1500,NA,NA,NA,NA,2190320.3545820084,NA,NA,NA,NA,NA,NA,NA,1431.7377638781452,2016-03-04 02:00:43.358887,28.6
326,1501,2190342.4115210087,NA,NA,NA,2190342.3849630086,NA,NA,NA,NA,NA,NA,NA,1431.7363599685987,2016-03-04 02:01:05.389268,28.6
326,1502,NA,NA,NA,NA,2190365.2804420087,NA,NA,NA,NA,NA,NA,NA,1431.734956049874,2016-03-04 02:01:28.284747,28.6
326,1503,2190389.9211810087,NA,NA,NA,2190389.8945190087,NA,NA,NA,NA,NA,NA,NA,1431.733552119677,2016-03-04 02:01:52.898824,28.6
326,1504,NA,NA,NA,NA,NA,2190453.866744009,NA,NA,NA,NA,NA,NA,1431.7321481803024,2016-03-04 02:02:56.871049,28.6
326,1505,2190517.236976009,NA,NA,NA,2190517.210704009,NA,NA,NA,NA,NA,NA,NA,1431.730744229455,2016-03-04 02:04:00.215009,28.6
326,1506,2190540.054100009,NA,NA,NA,2190540.027284009,NA,NA,NA,NA,NA,NA,NA,1431.728872279695,2016-03-04 02:04:23.031589,28.6
326,1507,2190592.608887009,NA,NA,NA,2190592.582435009,NA,NA,NA,NA,NA,NA,NA,1431.7270003115786,2016-03-04 02:05:15.586740,28.6
326,1508,NA,NA,NA,NA,2190627.369204009,NA,NA,NA,NA,NA,NA,NA,1431.7255963240189,2016-03-04 02:05:50.373509,28.6
326,1509,2190659.948855009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7246603261935,2016-03-04 02:06:22.953160,28.6
326,1510,2190688.098909009,NA,NA,NA,2190688.072449009,NA,NA,NA,NA,NA,NA,NA,1431.723256320277,2016-03-04 02:06:51.076754,28.6
326,1511,NA,NA,NA,NA,2190723.2577170087,NA,NA,NA,NA,NA,NA,NA,1431.7218523051824,2016-03-04 02:07:26.262022,28.6
326,1512,2190756.584882009,NA,NA,NA,2190756.5585870086,2190756.5469460087,NA,NA,NA,NA,NA,NA,1431.7199802666994,2016-03-04 02:07:59.551251,28.6
326,1513,NA,NA,NA,NA,NA,2190786.215909009,NA,NA,NA,NA,NA,NA,1431.7181082129189,2016-03-04 02:08:29.220214,28.6
326,1514,2190808.516265009,NA,2190808.523727009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.716704158816,2016-03-04 02:08:51.520570,28.6
326,1515,2190888.355901009,NA,2190888.362960009,NA,NA,2190888.317637009,NA,NA,NA,NA,NA,NA,1431.714364045698,2016-03-04 02:10:11.321942,28.6
326,1516,2190912.249932009,NA,NA,NA,2190912.223046009,NA,NA,NA,NA,NA,NA,NA,1431.712023905809,2016-03-04 02:10:35.227351,28.6
326,1517,2190938.946178009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7106198081076,2016-03-04 02:11:01.950483,28.6
326,1518,2190971.208354009,NA,2190971.215257009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7092156989331,2016-03-04 02:11:34.212659,28.6
326,1519,2191032.834691009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7078115805793,2016-03-04 02:12:35.838996,28.6
326,1520,2191063.674359009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.7068754955578,2016-03-04 02:13:06.678664,28.6
326,1521,2191088.2577930093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.705939405947,2016-03-04 02:13:31.262098,28.6
326,1522,2191182.9015090093,NA,NA,NA,2191182.8755020094,NA,NA,NA,NA,NA,NA,NA,1431.7045352623518,2016-03-04 02:15:05.879807,28.6
326,1523,2191271.4723930093,NA,NA,NA,2191271.4464210095,NA,NA,NA,NA,NA,NA,NA,1431.7026630555933,2016-03-04 02:16:34.450726,28.6
326,1524,NA,NA,NA,NA,2191307.3596890094,NA,NA,NA,NA,NA,NA,NA,1431.701258889051,2016-03-04 02:17:10.363994,28.6
326,1525,2191342.133579009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.700322771903,2016-03-04 02:17:45.137884,28.6
326,1526,2191374.467655009,NA,NA,NA,2191374.441628009,NA,NA,NA,NA,NA,NA,NA,1431.6989185870025,2016-03-04 02:18:17.445933,28.6
326,1527,NA,NA,2191435.908733009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.6975143929228,2016-03-04 02:19:18.913038,28.6
326,1528,2191466.369857009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.696578257417,2016-03-04 02:19:49.374162,28.6
326,1529,2191517.206034009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.6956421173215,2016-03-04 02:20:40.210339,28.6
326,1530,2191549.589011009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.6947059726367,2016-03-04 02:21:12.593316,28.6
326,1531,NA,NA,NA,NA,NA,2191642.0882570087,NA,NA,NA,NA,NA,NA,1431.6937698233623,2016-03-04 02:22:45.092562,28.6
326,1532,2191761.943870009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.6928336694978,2016-03-04 02:24:44.948175,28.6
326,1533,NA,NA,2191789.573455009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.691897511044,2016-03-04 02:25:12.577760,28.6
