"","x","y","top","sd_x","sd_y","pas_nr","synced_time"
"1043",263.346183820697,40.7439718679785,5277013.94195359,15.6245980932658,2.60537061774676,1323,"2016-04-08 19:25:37.024452"
"1044",254.856523338984,51.7236611434196,5277050.99540586,16.1952318694029,7.35909206160918,1323,"2016-04-08 19:26:14.092098"
"1045",244.814237616293,67.6717217203287,5277087.69683834,16.4390231808596,2.72465810457996,1323,"2016-04-08 19:26:50.792443"
"1046",226.73704223367,88.5127791055769,5277158.31319841,11.49216324882,2.59192937948781,1323,"2016-04-08 19:28:01.422871"
"1047",220.169750684715,100.04629564779,5277190.07179298,7.99873929604632,6.76732166763329,1323,"2016-04-08 19:28:33.134191"
"1048",213.280353916947,111.143032050209,5277215.48385302,3.85299922603496,1.32055546749563,1323,"2016-04-08 19:28:58.547495"
"1049",200.278303678577,116.24155752436,5277245.34438875,4.01207794150796,1.34143078646361,1323,"2016-04-08 19:29:28.404483"
"1050",185.936662640613,117.225953291643,5277268.34527382,2.68659496486055,1.23373710047981,1323,"2016-04-08 19:29:51.400697"
"1051",169.168087415631,118.158950823774,5277292.63158398,4.6930209650002,4.15740879620249,1323,"2016-04-08 19:30:15.683206"
"1052",153.572898966649,116.213769570863,5277319.80805651,2.15985837626481,1.45342359837005,1323,"2016-04-08 19:30:42.856303"
"1053",125.862215872072,112.724226040512,5277381.58040225,9.52330611566702,2.16486883946154,1323,"2016-04-08 19:31:44.638384"
"1054",106.224192927044,118.005383847396,5277417.35486971,0.782014002980608,0.66540309006249,1323,"2016-04-08 19:32:20.386092"
"1055",101.535639419148,130.389534227206,5277451.40508392,4.25326592218562,2.5783967075113,1323,"2016-04-08 19:32:54.437546"
"1056",105.419521604327,135.35866410026,5277481.86002482,8.14707927352811,8.00649997164533,1323,"2016-04-08 19:33:24.917300"
"1057",108.420926647412,139.198270019171,5277505.39821029,1.24350434309365,1.17836159740045,1323,"2016-04-08 19:33:48.432631"
"1058",117.04640257008,139.779312806232,5277530.81342437,5.47212254361893,2.0092482691295,1323,"2016-04-08 19:34:13.875929"
"1059",133.247694748114,139.561573509093,5277559.62362486,8.12439862417899,5.78587406644051,1323,"2016-04-08 19:34:42.703440"
"1060",152.742512476469,140.844086342338,5277596.25391609,8.38295542934461,2.06780159240152,1323,"2016-04-08 19:35:19.336681"
"1061",163.838953363854,126.190172820292,5277632.38427653,2.2178352868951,1.47151137685365,1323,"2016-04-08 19:35:55.440531"
"1062",176.979063998343,114.81912374964,5277666.36040698,5.37151461581239,3.23483379793027,1323,"2016-04-08 19:36:29.411104"
"1063",183.218988066912,106.474499945345,5277697.25289959,2.84452556374818,1.26481273913679,1323,"2016-04-08 19:37:00.301088"
"1064",180.902093524183,91.9697312272567,5277750.2358619,3.22326078929483,0.893933932062789,1323,"2016-04-08 19:37:53.274589"
"1065",180.592259295751,90.3030318883881,5277784.79280838,5.61483859010971,2.33702664715683,1323,"2016-04-08 19:38:27.830159"
"1066",178.135906758137,102.543031634167,5277816.08203775,10.496119854647,4.64719388188541,1323,"2016-04-08 19:38:59.198247"
"1067",176.548096929074,118.451638076538,5277841.41054193,10.3468418775792,2.02137616294028,1323,"2016-04-08 19:39:24.489152"
"1068",168.28958912992,132.509319531589,5277870.52559372,10.47280054933,4.71966352553454,1323,"2016-04-08 19:39:53.611346"
"1069",158.740733134354,142.548232207294,5277907.12290312,1.9436845203761,1.46464163704766,1323,"2016-04-08 19:40:30.189200"
"1070",141.265820982809,133.128685590392,5277943.31153065,3.66525864705232,4.14833893443691,1323,"2016-04-08 19:41:06.371964"
"1071",124.951927366633,128.286151246471,5277978.22906202,10.4155308298772,4.06773098565409,1323,"2016-04-08 19:41:41.306352"
"1072",98.3970841483201,111.64308737227,5278037.1843005,0.964698022533324,1.85818059106275,1323,"2016-04-08 19:42:40.208910"
"1073",81.2043388808844,120.018830946537,5278069.24184094,0.883017907756226,0.537634898554648,1323,"2016-04-08 19:43:12.259149"
"1074",72.0332074114602,112.560094102537,5278096.42829742,0.641126117104619,0.46325245516877,1323,"2016-04-08 19:43:39.438352"
"1075",81.5486702554034,122.927982654634,5278156.56097634,0.637519062558948,0.540185216044778,1323,"2016-04-08 19:44:39.579400"
"1076",85.7167763770513,134.023783353813,5278190.44737696,0.760298989466209,0.613042980938644,1323,"2016-04-08 19:45:13.472140"
"1077",105.705677348555,143.923048027109,5278245.51483859,1.43356751024671,1.02095081799692,1323,"2016-04-08 19:46:08.546145"
"1078",120.710971100095,149.96009784502,5278303.58575358,6.30126510146496,1.98488123256736,1323,"2016-04-08 19:47:06.626356"
"1079",117.581303701768,143.837156537083,5278328.95211837,1.10975211533219,1.06518505003583,1323,"2016-04-08 19:47:31.991704"
"1080",122.712779329272,131.065011544785,5278358.17016306,1.07293680788146,0.907706753121143,1323,"2016-04-08 19:48:01.214902"
"1081",142.89090890541,135.627476886536,5278395.04016514,2.60900625249409,1.36501028872714,1323,"2016-04-08 19:48:38.097431"
"1082",141.478666633178,135.96883969333,5278431.8203627,6.28961302202894,2.00107504586332,1323,"2016-04-08 19:49:14.887504"
"1083",164.846095203641,136.975919018084,5278468.11101308,2.16474740007856,1.41428550974719,1323,"2016-04-08 19:49:51.174695"
"1084",178.884817657897,138.034709174087,5278503.12862109,2.52243236290814,1.53204765263489,1323,"2016-04-08 19:50:26.195164"
"1085",190.980323358502,140.375367663262,5278535.66520483,3.47892739810223,2.05044991564208,1323,"2016-04-08 19:50:58.756925"
"1086",188.162747763796,132.798969477584,5278563.34223077,3.35730310943451,1.61417215663492,1323,"2016-04-08 19:51:26.407838"
"1087",215.032885911208,110.058708062571,5278628.760821,12.5315262926751,4.64429071271047,1323,"2016-04-08 19:52:31.865419"
"1088",225.174309831342,101.641375341066,5278653.98437236,11.6201879859442,4.02581600776224,1323,"2016-04-08 19:52:57.084096"
"1089",231.492920095548,96.8302409061096,5278682.56338711,11.5302866603409,3.50782830888605,1323,"2016-04-08 19:53:25.677452"
"1090",243.167072923298,89.5174178146244,5278718.32965274,6.13346746290579,1.17745240937355,1323,"2016-04-08 19:54:01.402756"
"1091",256.097499189834,65.6649874694338,5278782.99427626,10.1156672677988,1.58105027756509,1323,"2016-04-08 19:55:06.095254"
"1092",263.266811048622,60.6238683458029,5278806.96879687,11.8101586658974,6.19539650057684,1323,"2016-04-08 19:55:30.123318"
"1093",267.829458560986,47.5676102974864,5278833.32530678,13.6202844822903,1.74816996950444,1323,"2016-04-08 19:55:56.429327"
"1094",277.249826889012,29.307234552743,5278889.88565328,16.6743417313222,3.57071819678617,1323,"2016-04-08 19:56:52.979113"
"1095",282.774470597245,33.8333794049389,5278919.61828186,16.8112996204908,3.79519269984996,1323,"2016-04-08 19:57:22.753093"
"1096",283.197736769475,37.8882999853194,5278963.0364803,19.9282350245669,3.93693212892281,1323,"2016-04-08 19:58:06.132838"
"1097",282.922546321962,36.0018606578903,5278984.67813001,22.2768130088482,4.25559993229327,1323,"2016-04-08 19:58:27.813350"
"1098",282.954796394071,35.9807340188717,5279056.72817712,28.8928467235984,18.8844542297747,1323,"2016-04-08 19:59:39.863445"
"1099",282.992683574453,35.9586742811447,5279133.35083928,34.5666858380293,26.771588780984,1323,"2016-04-08 20:00:56.525841"
"1100",377.699754433388,6.17770547738552,5279519.98143331,24.6825926493371,5.8041816220708,1324,"2016-04-08 20:07:23.155298"
"1101",372.148102803516,2.37486405908111,5279552.88829746,23.4951032144333,9.35746089928059,1324,"2016-04-08 20:07:56.048924"
"1102",350.761888250409,-9.96163381255349,5279651.14689332,20.8286717334333,11.09208119931,1324,"2016-04-08 20:09:34.366338"
"1103",341.47948981899,-9.84244692642765,5279706.70443584,17.1224069903625,5.91135921041173,1324,"2016-04-08 20:10:29.846847"
"1104",330.56172942886,5.48004380649183,5279767.14743882,16.0766021943813,9.43997446915902,1324,"2016-04-08 20:11:30.361153"
"1105",324.897136574976,12.4866176769276,5279796.29664463,14.9406174443509,4.79052079766104,1324,"2016-04-08 20:11:59.460003"
"1106",322.007179379269,28.0124431715479,5279832.72553898,13.1132593429774,2.8936538599764,1324,"2016-04-08 20:12:35.848674"
"1107",326.410016244646,40.8001238622555,5279868.17110172,13.1884402011775,2.40808833985816,1324,"2016-04-08 20:13:11.295741"
"1108",326.974712343354,49.5951330307935,5279902.04660873,15.6059026861499,6.25345451626813,1324,"2016-04-08 20:13:45.270544"
"1109",329.12012956567,66.5515377325366,5279977.93291581,16.5038866872671,1.82584690032756,1324,"2016-04-08 20:15:01.081112"
"1110",326.952521664862,73.506473351439,5280033.8676833,19.5934748999405,13.7536186017967,1324,"2016-04-08 20:15:57.050488"
"1111",322.987090639196,86.3226655889821,5280136.97102911,17.7846553488385,3.20319483592512,1324,"2016-04-08 20:17:40.119773"
"1112",307.619118409615,68.6777415506657,5280212.40687574,22.2770087782078,16.4685095800846,1324,"2016-04-08 20:18:55.587037"
"1113",294.809541011732,53.9760957532115,5280275.26085679,23.2237071309265,17.5780760753753,1324,"2016-04-08 20:19:58.442964"
"1114",290.325710262283,48.8353760245308,5280297.24419161,23.0536327644388,16.8436519262137,1324,"2016-04-08 20:20:20.385750"
"1115",280.98231383869,38.1196730798282,5280343.07058694,21.8371501417264,12.9114341402546,1324,"2016-04-08 20:21:06.181565"
"1116",275.851679422067,32.2371775394458,5280368.22539416,20.6143335931913,8.09699428118111,1324,"2016-04-08 20:21:31.368543"
"1117",257.66745802573,16.9286059646223,5280431.84362518,19.644307424028,4.87785638972511,1324,"2016-04-08 20:22:34.925726"
"1118",247.946004447205,13.8093190092756,5280465.46482356,17.9058300637429,4.98081544709528,1324,"2016-04-08 20:23:08.541600"
"1119",240.377710165327,16.2971116486302,5280495.17608985,15.6039727903625,3.09642946111527,1324,"2016-04-08 20:23:38.247388"
"1120",235.077496793932,20.0991199236345,5280517.34860015,12.8990581007599,2.8110359019863,1324,"2016-04-08 20:24:00.415205"
"1121",232.689620487945,25.285919901396,5280540.38880448,13.482514131853,2.75700577500729,1324,"2016-04-08 20:24:23.452819"
"1122",226.463585075292,20.3155682440859,5280593.96997496,8.1196736461666,2.45124241418152,1324,"2016-04-08 20:25:17.031118"
"1123",217.91220034444,26.5824573931718,5280629.28707056,13.0724847049247,2.76211600000875,1324,"2016-04-08 20:25:52.354036"
"1124",202.710205930197,44.8185997099918,5280691.5508511,12.2670308011385,3.12420668593365,1324,"2016-04-08 20:26:54.591452"
"1125",193.736732029254,39.9962582061073,5280728.27901135,12.9423368302266,10.151214882693,1324,"2016-04-08 20:27:31.354214"
"1126",184.807911932419,35.1979213230194,5280764.82429341,9.20415757524285,5.50556197197927,1324,"2016-04-08 20:28:07.877565"
"1127",167.133524087742,28.1714000332502,5280800.52560693,3.04661914523068,1.02607141486141,1324,"2016-04-08 20:28:43.549543"
"1128",153.577573425788,35.3298999588235,5280833.99362636,10.6267763207566,7.072701769583,1324,"2016-04-08 20:29:17.054642"
"1129",141.143565945592,40.4749556202121,5280863.13412842,12.4576886977967,8.22860965396549,1324,"2016-04-08 20:29:46.185805"
"1130",126.533928415398,49.8971259978792,5280900.16703793,13.6892253709483,12.5510204586746,1324,"2016-04-08 20:30:23.205830"
"1131",112.156767153062,59.1692805588293,5280936.61067993,10.3354994563891,10.5701650660615,1324,"2016-04-08 20:30:59.657513"
"1132",110.378070321471,30.3131104495602,5280972.19240165,1.13181266675933,1.31584652191073,1324,"2016-04-08 20:31:35.212452"
"1133",96.7540956981191,31.2520148136635,5281005.51234937,1.29591206084786,7.14662391153548,1324,"2016-04-08 20:32:08.538806"
"1134",95.0356148050577,25.1122519414079,5281056.64969802,4.82396994290553,3.85386347921524,1324,"2016-04-08 20:32:59.683314"
"1135",95.7082166760089,28.08778974101,5281078.64387983,0.835068148604114,0.599140544754875,1324,"2016-04-08 20:33:21.657435"
"1136",87.7280934673463,34.1900098488335,5281100.79303907,0.98527685328047,0.734773168168471,1324,"2016-04-08 20:33:43.811457"
"1137",85.5053063767115,45.2353948111016,5281123.50558927,0.975378214064293,0.829463174929119,1324,"2016-04-08 20:34:06.524346"
"1138",83.5908428192454,55.6241871566697,5281147.44111002,3.2767336555528,7.39244433126479,1324,"2016-04-08 20:34:30.453044"
"1139",82.5809487894274,66.8097559365673,5281174.34574123,1.41705165238316,0.815643531573472,1324,"2016-04-08 20:34:57.354679"
"1140",86.7309606405745,53.2200460380914,5281206.68126743,8.71211783328508,8.69039475950927,1324,"2016-04-08 20:35:29.695882"
"1141",90.1661584969841,41.9704548788337,5281233.44939481,0.801778894077794,0.617616198955691,1324,"2016-04-08 20:35:56.471616"
"1142",100.770157263276,32.8601961320413,5281265.92413013,5.52505119612492,3.3197849780894,1324,"2016-04-08 20:36:28.959082"
"1143",109.200633388533,32.6726345567949,5281293.41167833,0.661675010618931,0.547634587948916,1324,"2016-04-08 20:36:56.432114"
"1144",125.221654988986,34.5533159598872,5281327.23579782,7.90677538218427,7.39527791007619,1324,"2016-04-08 20:37:30.279384"
"1145",146.331366053894,34.0167794617796,5281380.95564371,1.3362819561438,0.725338818602946,1324,"2016-04-08 20:38:23.973365"
"1146",171.42185554545,31.6349502645618,5281436.87546186,7.81141452197366,5.64700582897397,1324,"2016-04-08 20:39:19.920422"
"1147",183.835950586757,26.0915865944964,5281459.86604197,4.40287279952459,1.28933707139971,1324,"2016-04-08 20:39:42.899269"
"1148",197.927026125003,29.1513487416341,5281484.4964156,5.54199686108727,1.54381868821681,1324,"2016-04-08 20:40:07.536876"
"1149",206.687234396276,25.5081756553492,5281512.16686016,9.34309056628664,6.83411940107669,1324,"2016-04-08 20:40:35.213872"
"1150",237.505399880827,36.7892440617827,5281575.500537,9.12077882648043,1.94484710371053,1324,"2016-04-08 20:41:38.581818"
"1151",245.364337046796,37.1812223000742,5281598.08718597,13.3307375665884,10.1347548595236,1324,"2016-04-08 20:42:01.267698"
"1152",253.746747133408,37.5993026233652,5281622.1782707,16.0825621217036,13.0809955795928,1324,"2016-04-08 20:42:25.357496"
"1153",283.414219273658,39.0675741188625,5281707.37197842,19.5052170499965,10.2811993091296,1324,"2016-04-08 20:43:50.546160"
"1154",294.057150962652,38.545623677695,5281739.03579825,20.5805239276086,6.96288915040149,1324,"2016-04-08 20:44:22.139520"
"1155",303.722386592475,41.1676721571599,5281765.10176743,20.5606256618896,10.849824692185,1324,"2016-04-08 20:44:48.292605"
"1156",315.182825914695,44.2765143492248,5281796.00825764,19.7096170684964,9.07729766996294,1324,"2016-04-08 20:45:19.187117"
"1157",320.887594730788,37.3513300141158,5281820.24214455,19.3516277623458,10.0405373420814,1324,"2016-04-08 20:45:43.364615"
"1158",327.312905350564,29.264387486617,5281847.63970525,18.1822073113951,3.5606106700251,1324,"2016-04-08 20:46:10.780310"
"1159",330.116579333453,24.3630158876252,5281880.67290737,20.6640362580201,3.85643343847521,1324,"2016-04-08 20:46:43.802889"
"1160",590.518300994575,16.3857549897439,6488809.39852811,56.7460343392049,11.6685066343459,1363,"2016-04-22 20:02:12.704841"
"1161",591.522077667727,19.4817147268362,6488905.19347617,48.5588815477481,17.4851617814163,1363,"2016-04-22 20:03:48.500317"
"1162",591.870914742682,20.5406944979093,6488937.97289856,45.3477369809612,9.5227873501627,1363,"2016-04-22 20:04:21.279607"
"1163",593.415530340848,34.6267940861236,6488966.57082177,42.5674167451702,12.4105829887213,1363,"2016-04-22 20:04:49.936901"
"1164",592.744846766144,35.9049609225429,6489001.93177787,39.0047898455744,4.27199405066993,1363,"2016-04-22 20:05:25.252895"
"1165",585.761169031432,2.03414995110062,6489035.52504068,36.6400260758438,6.02138055613784,1363,"2016-04-22 20:05:58.828677"
"1166",556.792507472824,-9.54273481699092,6489139.73725018,35.356092381534,7.28527225362417,1363,"2016-04-22 20:07:43.022925"
"1167",534.722431969154,-30.2822516838309,6489211.87980198,30.8847619728666,7.99034581612457,1363,"2016-04-22 20:08:55.152682"
"1168",522.709216791575,-31.1090689150493,6489246.01600782,31.4679722753183,14.1164747470413,1363,"2016-04-22 20:09:29.315128"
"1169",511.885143003995,-31.8540210013405,6489276.77285131,31.1681522409472,7.42348553672874,1363,"2016-04-22 20:10:00.031062"
"1170",504.020627273493,-37.438882240888,6489301.00942387,30.7377629104612,8.01923377439479,1363,"2016-04-22 20:10:24.263080"
"1171",482.561008041691,-40.9242259246058,6489359.7930245,31.8388812413124,15.2647606181101,1363,"2016-04-22 20:11:23.136275"
"1172",472.835044649487,-42.502464116059,6489386.42796683,31.4485416919025,8.81234062297626,1363,"2016-04-22 20:11:49.661791"
"1173",466.495078285255,-35.315030764366,6489417.1540659,31.9715548678287,9.28574568086266,1363,"2016-04-22 20:12:20.382488"
"1174",447.383052656011,-4.62797132632874,6489536.60148463,34.0008083770179,6.87043384716578,1363,"2016-04-22 20:14:19.822250"
"1175",444.18880946273,0.818692327663288,6489615.24722558,33.4154078888025,15.6715317652992,1363,"2016-04-22 20:15:38.536496"
"1176",443.219981815396,2.46416780340729,6489638.98303727,32.491579577354,10.080278185178,1363,"2016-04-22 20:16:02.190338"
"1177",441.387048988027,4.83110121261171,6489664.40664622,31.6048286868213,9.81834239439452,1363,"2016-04-22 20:16:27.612452"
"1178",439.013292333296,10.7132234362286,6489694.36347953,30.1564586237711,14.8810686149993,1363,"2016-04-22 20:16:57.647262"
"1179",437.250283321803,15.0827423768606,6489716.61745364,28.4816561822537,12.7891792703784,1363,"2016-04-22 20:17:19.892410"
"1180",421.938973940771,3.80897219455667,6489790.91895603,21.5392258063857,4.93340383714498,1363,"2016-04-22 20:18:34.111924"
"1181",411.281903634582,10.7546199819928,6489823.66519215,21.1844242398911,4.24468175817517,1363,"2016-04-22 20:19:06.861343"
"1182",398.565637999143,16.4806848073319,6489851.58280943,21.3192154996148,4.11060529655259,1363,"2016-04-22 20:19:34.770494"
"1183",355.859723718459,13.4546495235063,6489918.12761402,18.4362491938898,7.46927478911693,1363,"2016-04-22 20:20:41.299127"
